"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"292826","329279","0",".00","0",".00","1","25.00","0",".00","1","25.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3066B10A-A6CC-8B6C-AEFA-19E620DDFBAD}"
"293672","330221","0",".00","1","6041.47","0",".00","0",".00","1","6041.47",".00","6041.47",".00","163.74","6205.21",".00","163.92","163.92",".00","163.92","","{32F5CDD3-40D3-4F54-C354-BC7B44F2E8CB}"
"294533","331791","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{92072320-F0A4-6FBF-50D5-8D20F3F7DB8C}"
"294608","331970","8","3850.00","0",".00","1","1.00","0",".00","9","3851.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{605F1523-ECD3-DA43-5406-310CF9CBFE1C}"
"294676","332095","16","19169.70","4","1260.06","20","1304.80","0",".00","40","21734.56",".00","1260.06",".00","8699.07","9959.13",".00",".00",".00",".00",".00","","{C64D1E08-AB9D-D13A-8AF2-9A1724EDF6A6}"
"294728","332166","10","10520.00","0",".00","1","100.00","0",".00","11","10620.00",".00",".00",".00","1767.97","1767.97",".00",".00",".00",".00",".00","","{8B1E5EBB-6FC3-617C-655F-D7F6647F5CEE}"
"294828","332327","7","4798.00","2","369.86","12","900.00","0",".00","21","6067.86",".00","369.86",".00","630.00","999.86","3148.00","2499.88","5647.88","2626.97","3020.91","","{2F2A3B2A-A2C4-766F-B6D9-002A640F21D2}"
"294967","332509","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1715.34",".00","1715.34","1715.34",".00","","{0C7CE0EE-B2AC-4B57-DD20-2CA49AB3F8CA}"
"295107","332699","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","33100.00",".00","33100.00",".00","33100.00","","{30221DC2-5520-CB94-3FF5-CA2B6D6CCB50}"
"295149","332763","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6FF5D2E3-B467-5D5E-C1C9-54ECC425097C}"
"295152","332766","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00","50.00","50.00",".00",".00",".00",".00",".00","","{B7E00E67-9EEF-A2A5-9404-A22DC84523FA}"
"295153","332767","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{27F9F212-FDE5-A1E0-456E-33ABEA6674B3}"
"295154","332768","0",".00","0",".00","1","48.03","0",".00","1","48.03",".00",".00",".00","500.00","500.00",".00",".00",".00",".00",".00","","{E785FE39-E79F-3E09-1F14-AA71A1A1FD26}"
"295160","332775","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{93D570A8-EF08-6806-ECA3-FA30EC5C80BD}"
"295162","332777","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5B910681-1FD8-447E-36E4-0E5155A20276}"
"295163","332778","3","1700.00","0",".00","18","765.00","1","100.00","22","2565.00",".00",".00","100.00","662.97","762.97",".00",".00",".00",".00",".00","","{FD4ACD02-DD20-3FFB-F3A4-FB173A818B67}"
"295164","332779","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","-500.00",".00","-500.00",".00","-500.00","","{8AFE3BAE-E102-F071-8492-667BCA696716}"
"295168","332784","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CBD18520-AEFC-D1F8-45C9-5A9AC704E525}"
"295171","332787","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7EB41B67-0607-C6AF-CE8F-52CB72590270}"
"295175","332791","0",".00","0",".00","1","100.00","0",".00","1","100.00",".00",".00",".00","1182.12","1182.12",".00",".00",".00",".00",".00","","{38C83078-D5BA-420D-8591-4A8D6D4AE567}"
"295178","332794","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{902FB5DF-48B1-1577-8608-451B068D578B}"
"295180","332796","0",".00","0",".00","0",".00","0",".00","0",".00","22.02",".00",".00","22.02","22.02","240.00",".00","240.00",".00","240.00","","{B98F0105-A0F4-BFB6-DFB1-F348D6A647DD}"
"295182","332798","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00",".00",".00","125.00","27.00","152.00",".00","152.00","","{5305FAEF-8B1A-846E-1CCD-9429F77DF702}"
"295183","332799","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{30EC697A-77F6-788E-EDC7-0D76A6B8800D}"
"295185","332801","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","200.00",".00","200.00",".00","200.00","","{FCE061D5-3BE2-F563-A24A-A64DC57723A6}"
"295186","332802","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","186.69","186.69",".00",".00",".00",".00",".00","","{401B9621-C833-88D8-4C50-5E94AEE76733}"
"295187","332804","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C4430B5E-BC39-9B57-10B7-41B63E3734F6}"
"295193","332814","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00","460.00","460.00","20000.00",".00","20000.00","1000.00","19000.00","","{3F799CC7-F6FC-A04A-8D28-23E2B268213D}"
"295194","332815","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","88.51","88.51","5000.00",".00","5000.00",".00","5000.00","","{0A87E606-F841-7DF7-1C17-3A6079686BE3}"
"295195","332816","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7073ECF8-7EC1-52C2-60A4-54D0577C4835}"
"295197","332818","12","2340.00","1","700.00","24","1735.00","0",".00","37","4775.00",".00","700.00",".00","936.47","1636.47","5025.00",".00","5025.00","25.00","5000.00","","{9F31458F-8ABD-A056-A117-BCACB714413A}"
"295199","332820","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C843FA5F-D551-CF4A-3198-A9FB0733E12E}"
"295200","332821","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E89785EA-412D-34EF-1ED4-5FC71D787D75}"
