"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"431328","502565","0",".00","0",".00","7","475.00","0",".00","7","475.00",".00",".00",".00","101.01","101.01",".00",".00",".00",".00",".00","","{455600A6-4142-9D6A-336D-972C418325AA}"
"431407","502647","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","200.00","200.00",".00",".00",".00",".00",".00","","{375310AE-BD0D-1C11-6FE0-0D66DD003A23}"
"431739","503037","37","23604.21","2","2100.00","2","200.00","0",".00","41","25904.21",".00","2100.00",".00","2806.97","4906.97",".00",".00",".00",".00",".00","","{A9533828-EE75-237A-856A-A82B59AD5FD2}"
"431768","503122","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{59FCC089-9FB4-1840-1C78-C55E6AB0B851}"
"431769","503123","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{07D16610-DF09-A79E-9D9B-01DF4E375A7B}"
"431770","503124","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{BC82CD5D-4506-D682-CA9E-59F4787162E2}"
"431771","503125","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F2803DC0-91E7-ECEF-4DE9-A7FF9C3D4F80}"
"431772","503126","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{223C2714-2884-1540-DF39-B8095B3C09D3}"
"431773","503127","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{844A3A11-8719-DA59-22EB-7874577EAB6F}"
"431774","503128","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1C53B5DA-22C5-ADC4-5EAD-A326A0C64EAB}"
"431775","503129","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B3ACA8A9-25EC-5B03-FA43-C49E90AEB9F3}"
"431776","503130","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4CBCDCF2-1DD0-F0DF-057C-1C4BC1B79292}"
"431777","503131","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","897.21","897.21",".00",".00",".00",".00",".00","","{AC195EC2-08FF-7537-CF77-350131A81D46}"
"431779","503133","2","700.00","0",".00","4","300.00","0",".00","6","1000.00",".00",".00",".00","2621.39","2621.39",".00",".00",".00",".00",".00","","{D849E157-6D75-F70D-4FBC-73371850014D}"
"431781","503139","1","225.00","0",".00","6","110.70","0",".00","7","335.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6BDBCEC8-2FE6-F6A9-FA33-2BA6D5759E89}"
"431782","503140","1","225.00","0",".00","14","222.70","0",".00","15","447.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{FFB36B7A-E9FF-2DED-F319-6E944C9EB5F1}"
"431783","503141","1","225.00","0",".00","8","118.70","0",".00","9","343.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1F035305-4B1C-0789-93AE-1FBDABF8A8C3}"
"431784","503142","1","225.00","0",".00","8","107.70","0",".00","9","332.70",".00",".00",".00","600.00","600.00",".00",".00",".00",".00",".00","","{F85467A7-782F-F5E2-7990-5FD5BD055887}"
"431785","503143","1","225.00","0",".00","5","62.70","0",".00","6","287.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{24E19720-A878-B6A6-AFB5-14FA0F0C750D}"
