"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"438252","502565",".00","475.00",".00",".00","475.00","475.00","101.01",".00",".00","101.01","373.99",".00",".00",".00","475.00","475.00","475.00",".00","101.01","101.01","373.99","","{455600A6-4142-9D6A-336D-972C418325AA}"
"438331","502647","200.00",".00",".00",".00",".00","200.00","200.00",".00",".00","200.00",".00",".00","200.00",".00",".00",".00","200.00",".00","200.00","200.00",".00","","{375310AE-BD0D-1C11-6FE0-0D66DD003A23}"
"438663","503037",".00","25904.21",".00",".00","25904.21","25904.21","4906.97",".00",".00","4906.97","20997.24",".00",".00",".00","25904.21","25904.21","25904.21",".00","4906.97","4906.97","20997.24","","{A9533828-EE75-237A-856A-A82B59AD5FD2}"
"438692","503122","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","997.21",".00",".00",".00","997.21","100.00",".00","100.00","897.21","","{59FCC089-9FB4-1840-1C78-C55E6AB0B851}"
"438693","503123","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","997.21",".00",".00",".00","997.21","100.00",".00","100.00","897.21","","{07D16610-DF09-A79E-9D9B-01DF4E375A7B}"
"438694","503124","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{BC82CD5D-4506-D682-CA9E-59F4787162E2}"
"438695","503125","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{F2803DC0-91E7-ECEF-4DE9-A7FF9C3D4F80}"
"438696","503126","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{223C2714-2884-1540-DF39-B8095B3C09D3}"
"438697","503127","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{844A3A11-8719-DA59-22EB-7874577EAB6F}"
"438698","503128","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{1C53B5DA-22C5-ADC4-5EAD-A326A0C64EAB}"
"438699","503129","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{B3ACA8A9-25EC-5B03-FA43-C49E90AEB9F3}"
"438700","503130","897.21",".00",".00",".00",".00","897.21",".00",".00",".00",".00","897.21",".00","897.21",".00",".00",".00","897.21",".00",".00",".00","897.21","","{4CBCDCF2-1DD0-F0DF-057C-1C4BC1B79292}"
"438701","503131","897.21",".00",".00",".00",".00","897.21","897.21",".00",".00","897.21",".00",".00","897.21",".00",".00",".00","897.21",".00","897.21","897.21",".00","","{AC195EC2-08FF-7537-CF77-350131A81D46}"
"438703","503133","3177.24","1000.00",".00",".00","1000.00","4177.24","2621.39",".00",".00","2621.39","1555.85",".00",".00","5159.00","1000.00","6159.00","6159.00","1981.76","2621.39","4603.15","1555.85","","{D849E157-6D75-F70D-4FBC-73371850014D}"
