"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"256481","280836","13922.16",".00",".00",".00",".00","13922.16","948.00",".00",".00","948.00","12974.16",".00","17172.16","500.00",".00","500.00","17672.16","3750.00","948.00","4698.00","12974.16","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"303890","334974","8852.03","800.00",".00",".00","800.00","9652.03","3888.24",".00",".00","3888.24","5763.79",".00",".00","10620.00","800.00","11420.00","11420.00","1767.97","3888.24","5656.21","5763.79","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"310881","345347",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6AB3DAF8-9FF2-F625-0765-259EBD046545}"
"310882","345348","30070.00",".00",".00",".00",".00","30070.00",".00",".00",".00",".00","30070.00",".00","30070.00",".00",".00",".00","30070.00",".00",".00",".00","30070.00","","{7839A2F1-04A6-B3BC-B079-2271D8BFB41A}"
"310884","345350",".00","820.00",".00","1191.33","2011.33","2011.33","1002.04",".00",".00","1002.04","1009.29","1191.33",".00",".00","2011.33","2011.33","2011.33",".00","1002.04","1002.04","1009.29","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"310887","345355","990.91",".00",".00",".00",".00","990.91",".00",".00",".00",".00","990.91",".00","990.91",".00",".00",".00","990.91",".00",".00",".00","990.91","","{F5FCBAE5-B87C-4F07-0A8E-0EABC1EE5622}"
"310888","345356","20.90",".00",".00",".00",".00","20.90",".00",".00",".00",".00","20.90",".00","20.90",".00",".00",".00","20.90",".00",".00",".00","20.90","","{B1A3650F-D53F-1613-D112-E51488F08818}"
"310889","345357","726.60","2200.00",".00",".00","2200.00","2926.60","1172.98",".00",".00","1172.98","1753.62","600.00",".00","1150.00","2200.00","3350.00","3350.00","423.40","1172.98","1596.38","1753.62","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"310890","345358","3429.62","265.00",".00",".00","265.00","3694.62","2078.23",".00",".00","2078.23","1616.39",".00",".00","5728.10","265.00","5993.10","5993.10","2298.48","2078.23","4376.71","1616.39","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"310891","345359",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{56713540-485B-076B-7FAE-7C0634C95AF6}"
"310894","345362",".00","612.16",".00",".00","612.16","612.16","612.16",".00",".00","612.16",".00","2669.23",".00","2669.23","612.16","3281.39","3281.39","2669.23","612.16","3281.39",".00","","{6FEEE61E-B971-7A92-B27A-419DFB8DE6A0}"
"310895","345363","5341.62","9079.20",".00",".00","9079.20","14420.82","6727.75",".00",".00","6727.75","7693.07",".00","648.00","7336.80","9079.20","16416.00","17064.00","2643.18","6727.75","9370.93","7693.07","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"310897","345365","51.95",".00",".00","288.09","288.09","340.04","288.09",".00",".00","288.09","51.95","288.09",".00","2255.97","288.09","2544.06","2544.06","2204.02","288.09","2492.11","51.95","","{9C3AA651-EE83-D0E9-3D14-06E8C790F0B9}"
"310900","345368",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{34728661-8788-DD00-E183-EF288B6F2883}"
"310901","345369","25.00",".00",".00",".00",".00","25.00",".00",".00",".00",".00","25.00","525.00",".00","525.00",".00","525.00","525.00","500.00",".00","500.00","25.00","","{AB1FEC81-B7F6-4A7B-4C4C-CECC04BE5B2C}"
"310902","345370","1215.03","200.00",".00",".00","200.00","1415.03","1222.73",".00",".00","1222.73","192.30","2000.00",".00","2025.00","200.00","2225.00","2225.00","809.97","1222.73","2032.70","192.30","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"310903","345371",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{91396FC8-E6D8-E247-F4C9-531376818DBD}"
"310905","345373","1586.65","3000.00",".00",".00","3000.00","4586.65","2232.33",".00",".00","2232.33","2354.32",".00",".00","6000.00","3000.00","9000.00","9000.00","4413.35","2232.33","6645.68","2354.32","","{5BE1EED5-4D98-6057-4F85-32194BC38896}"
"310906","345374",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","100.00",".00","100.00","100.00","100.00",".00","100.00",".00","","{DE4BA1E6-F758-CDE2-C2B4-B1401DB161CF}"
