"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"139002","154954","5","1750.00","1","1695.00","0",".00","0",".00","6","3445.00",".00","1695.00",".00","2996.05","4691.05",".00",".00",".00",".00",".00","","{AC9CF190-EEC2-2360-7A42-138CDDB25824}"
"139005","154957","3","981.80","2","596.94","1","100.00","0",".00","6","1678.74",".00","596.94",".00","1307.85","1904.79",".00",".00",".00",".00",".00","","{45063E7C-0E3D-7524-9466-540685369A93}"
"143420","159729","3","180.00","3","625.00","23","626.00","4","190.00","33","1621.00",".00","625.00","190.00","673.91","1488.91",".00",".00",".00",".00",".00","","{B68D6DC9-9BEA-2FC0-8C61-0B3EC39F9928}"
"150012","167472","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1293.35",".00","1293.35",".00","1293.35","","{58475390-0199-921A-2B9E-0B8BE75BFF9C}"
"150014","167473","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1293.35",".00","1293.35",".00","1293.35","","{58475390-0199-921A-2B9E-0B8BE75BFF9C}"
"150015","167474","5","1850.00","0",".00","12","567.00","4","96.34","21","2513.34",".00",".00","96.34","1213.72","1310.06",".00",".00",".00",".00",".00","","{6E0BDB6B-2D09-4069-0C6B-42EA821FF083}"
"150016","167475","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","790.69","790.69",".00",".00",".00",".00",".00","","{782DBCC5-EC1F-0D70-122B-FD26B52265F5}"
"150017","167476","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","2826.28",".00","2826.28",".00","2826.28","","{BCAE1B34-1D53-1A2D-86FE-86C51C66DD58}"
"150018","167477","1","500.00","0",".00","5","425.00","0",".00","6","925.00",".00",".00",".00","87.43","87.43",".00",".00",".00",".00",".00","","{41E7DE38-5B24-366F-E047-C668F1C21875}"
"150020","167479","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","350.00",".00","350.00",".00","350.00","","{65B80D6F-8110-4A25-D0F8-6D0326A23EA7}"
"150021","167480","2","700.00","0",".00","3","200.00","0",".00","5","900.00",".00",".00",".00","7.93","7.93",".00",".00",".00",".00",".00","","{66D00B42-FAEA-AD38-9FEE-780440947719}"
"150023","167482","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{493B14CA-B6F0-2902-3185-8BB53BE95FDA}"
