"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"51295","55281",".00","7041.00",".00","2500.00","9541.00","9541.00","1636.55","2500.00",".00","4136.55","5404.45",".00",".00",".00","9541.00","9541.00","9541.00",".00","4136.55","4136.55","5404.45","","{5B66D4B3-7E3A-F15D-B2D9-1C3880AC5632}"
"143414","154954","2158.48","3445.00",".00",".00","3445.00","5603.48","4691.05",".00",".00","4691.05","912.43",".00","830.84","5360.50","3445.00","8805.50","9636.34","4032.86","4691.05","8723.91","912.43","","{AC9CF190-EEC2-2360-7A42-138CDDB25824}"
"143417","154957","3678.43","1678.74",".00",".00","1678.74","5357.17","1904.79",".00",".00","1904.79","3452.38",".00","830.84","4975.66","1678.74","6654.40","7485.24","2128.07","1904.79","4032.86","3452.38","","{45063E7C-0E3D-7524-9466-540685369A93}"
"147969","159729","1749.68","1621.00",".00",".00","1621.00","3370.68","1488.91",".00",".00","1488.91","1881.77",".00",".00","1880.00","1621.00","3501.00","3501.00","130.32","1488.91","1619.23","1881.77","","{B68D6DC9-9BEA-2FC0-8C61-0B3EC39F9928}"
"154788","167472",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","1293.35",".00","84.00",".00","84.00","84.00","84.00",".00","84.00",".00","","{58475390-0199-921A-2B9E-0B8BE75BFF9C}"
"154790","167473",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","1293.35",".00","84.00",".00","84.00","84.00","84.00",".00","84.00",".00","","{58475390-0199-921A-2B9E-0B8BE75BFF9C}"
"154791","167474","2274.98","2513.34",".00",".00","2513.34","4788.32","1310.06",".00",".00","1310.06","3478.26",".00",".00","11013.15","2513.34","13526.49","13526.49","8738.17","1310.06","10048.23","3478.26","","{6E0BDB6B-2D09-4069-0C6B-42EA821FF083}"
"154792","167475","2398.53",".00",".00",".00",".00","2398.53","790.69",".00",".00","790.69","1607.84",".00","2398.53",".00",".00",".00","2398.53",".00","790.69","790.69","1607.84","","{782DBCC5-EC1F-0D70-122B-FD26B52265F5}"
"154793","167476",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","2826.28","33.72",".00",".00",".00","33.72","33.72",".00","33.72",".00","","{BCAE1B34-1D53-1A2D-86FE-86C51C66DD58}"
"154794","167477","550.00","925.00",".00",".00","925.00","1475.00","87.43",".00",".00","87.43","1387.57",".00",".00","600.00","925.00","1525.00","1525.00","50.00","87.43","137.43","1387.57","","{41E7DE38-5B24-366F-E047-C668F1C21875}"
"154796","167479","50.00",".00",".00",".00",".00","50.00",".00",".00",".00",".00","50.00","350.00",".00","350.00",".00","350.00","350.00","300.00",".00","300.00","50.00","","{65B80D6F-8110-4A25-D0F8-6D0326A23EA7}"
"154797","167480","23970.28","900.00",".00",".00","900.00","24870.28","7.93",".00",".00","7.93","24862.35",".00","21204.55","4034.00","900.00","4934.00","26138.55","1268.27","7.93","1276.20","24862.35","","{66D00B42-FAEA-AD38-9FEE-780440947719}"
"154799","167482","1000.00",".00",".00",".00",".00","1000.00",".00",".00",".00",".00","1000.00",".00","1000.00",".00",".00",".00","1000.00",".00",".00",".00","1000.00","","{493B14CA-B6F0-2902-3185-8BB53BE95FDA}"
"154800","167483",".00",".00",".00","100.00","100.00","100.00","31.60",".00",".00","31.60","68.40","100.00",".00",".00","100.00","100.00","100.00",".00","31.60","31.60","68.40","","{8E230935-F1B1-E5FE-9233-A34BE6DF2A61}"
"154801","167484","11072.00","2700.00",".00",".00","2700.00","13772.00",".00",".00",".00",".00","13772.00",".00","9822.00","1250.00","2700.00","3950.00","13772.00",".00",".00",".00","13772.00","","{D6B6FF17-4147-EDDF-C9A6-B6C5CA1ADD8A}"
"154802","167485","6480.72",".00",".00",".00",".00","6480.72",".00",".00",".00",".00","6480.72",".00","6480.72",".00",".00",".00","6480.72",".00",".00",".00","6480.72","","{FE4880FD-E9DE-F74A-FFFE-10C23A62DC00}"
"154803","167486","47.82",".00",".00",".00",".00","47.82",".00",".00",".00",".00","47.82",".00","39.82","56.99",".00","56.99","96.81","48.99",".00","48.99","47.82","","{1D827670-15EF-D483-CDD7-523557696C09}"
"154804","167487","650.12",".00",".00",".00",".00","650.12","18.17",".00",".00","18.17","631.95","3000.00","650.12",".00",".00",".00","650.12",".00","18.17","18.17","631.95","","{CCECF65F-2DAC-A4DB-38B8-6603B8CF0864}"
"154807","167490","1001.98","350.00",".00",".00","350.00","1351.98","562.00",".00",".00","562.00","789.98","1025.00",".00","1775.00","350.00","2125.00","2125.00","773.02","562.00","1335.02","789.98","","{6991B83F-047F-43C5-7273-C5BB2BB7FA0A}"
"154808","167491","1883.66","1125.90",".00",".00","1125.90","3009.56","313.88",".00",".00","313.88","2695.68",".00","806.41","1370.95","1125.90","2496.85","3303.26","293.70","313.88","607.58","2695.68","","{B86C078C-1F00-2361-63B7-E870EDC755F1}"
"154809","167492",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","100.00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6784AD20-46BF-72D3-E71F-9220C2C4EFA4}"
"154810","167493","286.00",".00",".00",".00",".00","286.00",".00",".00",".00",".00","286.00",".00",".00","533.00",".00","533.00","533.00","247.00",".00","247.00","286.00","","{D8174831-3020-2C4E-1A26-3B9402641063}"
