"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"160600","173259","15356.75","2231.00",".00",".00","2231.00","17587.75","17512.05",".00",".00","17512.05","75.70",".00",".00","20199.00","2231.00","22430.00","22430.00","4842.25","17512.05","22354.30","75.70","","{155D9369-BF40-F996-06A2-18305895B190}"
"163247","176183","856.55","4763.40",".00",".00","4763.40","5619.95","2611.08",".00",".00","2611.08","3008.87",".00",".00","925.00","4763.40","5688.40","5688.40","68.45","2611.08","2679.53","3008.87","","{3329A8B4-3B67-6BE2-8BBF-6DA0C4CDFBF6}"
"165271","178194","147.10","12167.19",".00",".00","12167.19","12314.29","1698.31",".00",".00","1698.31","10615.98",".00",".00","296.00","12167.19","12463.19","12463.19","148.90","1698.31","1847.21","10615.98","","{FF00156F-B714-49F5-B3C9-699255D9C336}"
"167066","180141","25615.39","19233.00",".04",".00","19233.04","44848.43","11237.32",".00",".00","11237.32","33611.11",".00",".00","40971.46","19233.04","60204.50","60204.50","15356.07","11237.32","26593.39","33611.11","","{06BDF7D5-E9E7-D374-8E7C-8B2DBDB172BD}"
"167127","180208","301.97",".00",".00",".00",".00","301.97",".00",".00",".00",".00","301.97",".00","301.97",".00",".00",".00","301.97",".00",".00",".00","301.97","","{498FD16A-3EA0-E743-97B4-F95F4C50AD57}"
"167128","180209","4628.24",".00",".00",".00",".00","4628.24",".00",".00",".00",".00","4628.24",".00","4628.24",".00",".00",".00","4628.24",".00",".00",".00","4628.24","","{CB463F88-FFD4-D41A-63B6-B853AB581BEE}"
"167130","180211","507.51","4020.00",".00","500.00","4520.00","5027.51","1180.62",".00",".00","1180.62","3846.89","2400.00",".00","12604.57","4520.00","17124.57","17124.57","12097.06","1180.62","13277.68","3846.89","","{6F16A42D-DD2C-996B-C23F-D113F7392D72}"
"167131","180212","50.00","335.58",".00",".00","335.58","385.58",".00",".00",".00",".00","385.58",".00",".00","310.00","335.58","645.58","645.58","260.00",".00","260.00","385.58","","{74575CD9-DD4F-E079-7C43-B386D2FCCC14}"
"167133","180214","78.29",".00",".00",".00",".00","78.29","42.50","32.00",".00","74.50","3.79","30.85",".00","486.19",".00","486.19","486.19","407.90","74.50","482.40","3.79","","{A2098D65-F2D7-AA9A-17ED-B96CE7E8092F}"
"167134","180215","2213.34","75.00",".00",".00","75.00","2288.34","1742.73",".00",".00","1742.73","545.61",".00",".00","2726.05","75.00","2801.05","2801.05","512.71","1742.73","2255.44","545.61","","{5FB588C9-C775-04AF-B791-A4E5EC0DFA79}"
"167135","180216","884.66","25.00",".07",".00","25.07","909.73","639.03",".00",".00","639.03","270.70","2500.00",".00","7393.75","25.07","7418.82","7418.82","6509.09","639.03","7148.12","270.70","","{E01607FE-1102-CCAE-AA7C-99D6E1B68BCE}"
