"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"170090","189341","10","10000.00","0",".00","1","100.00","0",".00","11","10100.00",".00",".00",".00","2675.09","2675.09",".00",".00",".00",".00",".00","","{C2CFF13E-CAED-099A-3C15-5D3B699A9577}"
"170091","189344","94","52434.34","16","106033.64","3353","19529.39","11","469.96","3474","178467.33",".00","106033.64","469.96","149128.61","255632.21","1710.37",".00","1710.37",".00","1710.37","","{4959DFA6-5229-14DE-125B-DE30C6EF89E0}"
"170092","189342","41","15875.00","0",".00","10","725.00","0",".00","51","16600.00","52.98",".00",".00","17835.62","17835.62",".00",".00",".00",".00",".00","","{15D5E675-799B-F7DC-821A-1B14C92C0A23}"
"170094","189345","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","6000.00","6000.00",".00",".00",".00",".00",".00","","{2E9013A1-80AE-CA0B-C1F2-5E741BB23CD2}"
"170095","189346","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","100.00","100.00",".00",".00",".00",".00",".00","","{17786B21-F02B-CAED-2237-0975E6A98715}"
"170096","189347","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","15.00","15.00","120000.00",".00","120000.00",".00","120000.00","","{FB54DAC3-830B-3C10-1A3E-ED752B40B047}"
"170097","189348","11","10750.00","0",".00","3","109.80","0",".00","14","10859.80","352.80",".00",".00","3141.31","3141.31",".00",".00",".00",".00",".00","","{78D2FD09-FDA1-16B7-8CCD-9E58603CEE1E}"
"170099","189352","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","700.00",".00","700.00",".00","700.00","","{9F068983-FD56-B563-E072-2FCFFC3650E8}"
"170100","189353","219","922774.55","11","260155.63","1113","14016.34","1","43.54","1344","1196990.06",".00","260155.63","43.54","1032283.51","1292482.68",".00",".00",".00",".00",".00","","{43825018-B5A4-1C35-FD5E-91CB5DA600AD}"
"170101","189350","40","25325.00","0",".00","98","4949.98","0",".00","138","30274.98",".00",".00",".00","61632.82","61632.82",".00",".00",".00",".00",".00","","{06ADE2A2-858A-139A-4370-5EFADE37C45E}"
"170102","189354","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","15.00","15.00","5360.00",".00","5360.00",".00","5360.00","","{1B0426B9-EFFD-4835-CC8B-97E31F1145B6}"
"170103","189356","0",".00","2","1824.41","0",".00","0",".00","2","1824.41",".00","1824.41",".00",".00","1824.41","621.90",".00","621.90","621.90",".00","","{0D24AA75-FF75-36E0-1685-A182C20C56F2}"
"170104","189358","38","15740.00","6","45282.67","21","1175.00","0",".00","65","62197.67",".00","45282.67",".00","54522.71","99805.38","10000.00",".00","10000.00",".00","10000.00","","{1B27C308-5755-FA85-AE38-FDECD3FAFBFE}"
"170105","189359","48","42700.00","0",".00","68","1272.00","0",".00","116","43972.00",".00",".00",".00","12284.68","12284.68",".00",".00",".00",".00",".00","","{4CEEE146-E47E-1D81-4DF6-EBE53FC26A66}"
"170109","189366","39","6925.00","0",".00","239","3011.03","0",".00","278","9936.03",".00",".00",".00","17344.96","17344.96",".00",".00",".00",".00",".00","","{73EB5854-C668-8A4B-5CAE-1FD33535B971}"
"170110","189369","35","18430.00","2","3156.25","39","2483.00","0",".00","76","24069.25",".00","3156.25",".00","27097.95","30254.20",".00",".00",".00",".00",".00","","{EBD4A288-EC5B-DB09-2ACF-A5D30C0DCC0F}"
"170111","189368","17","107700.00","8","109501.45","9","545.00","0",".00","34","217746.45",".00","109501.45",".00","94747.19","204248.64",".00",".00",".00",".00",".00","","{7AC46696-E154-ACE0-4279-6F55FCFAA96D}"
"170112","189370","108","25064.20","8","27904.25","162","5203.17","0",".00","278","58171.62",".00","27904.25",".00","40077.29","67981.54","826.58",".00","826.58",".00","826.58","","{7DFA9EFB-C842-4F70-12DB-F089FA6C6F8E}"
"170113","189371","72","47240.50","2","59093.31","195","5417.68","2","199.40","271","111950.89",".00","59093.31","199.40","76676.39","135969.10",".00",".00",".00",".00",".00","","{50812DE4-1D82-F81A-C1AC-096E84800E1C}"
"170114","189374","34","100810.00","6","42928.00","39","1753.00","0",".00","79","145491.00","55000.00","42928.00",".00","190381.44","233309.44","20000.00",".00","20000.00",".00","20000.00","","{81FA6B05-3648-105D-EFF8-A69CD666EF43}"
"170116","189378","62","27022.00","0",".00","50","3365.00","0",".00","112","30387.00",".00",".00",".00","31353.63","31353.63",".00",".00",".00",".00",".00","","{8E207D3F-8EB3-6A59-59B1-A122DF2BE47D}"
"170117","189377","133","327228.39","42","155729.71","3101","23525.31","7","173.69","3283","506657.10",".00","155729.71","173.69","286566.52","442469.92",".00",".00",".00",".00",".00","","{BD5C353F-61DA-F389-0FD2-7316F1289C44}"
"170120","189381","0",".00","2","64.99","0",".00","0",".00","2","64.99",".00","64.99",".00","657.01","722.00",".00","610.00","610.00",".00","610.00","","{E8777905-513B-FDF3-880F-EC2AA650E786}"
"170122","189386","25","14360.00","1","2500.00","14","714.00","0",".00","40","17574.00",".00","2500.00",".00","18260.41","20760.41","2000.00",".00","2000.00",".00","2000.00","","{BCA37D8A-F754-D0D6-11B9-45886CAD13D8}"
"170126","189391","64","16253.00","2","7532.25","49","2750.00","0",".00","115","26535.25",".00","7532.25",".00","94321.85","101854.10",".00",".00",".00",".00",".00","","{31C5598B-67B4-22E0-9590-9FF349374A3C}"
"170128","189392","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","15.00","15.00","7000.00",".00","7000.00",".00","7000.00","","{F8517947-5541-6FDE-92D5-6874BF93ECA7}"
"170129","189393","3","450.00","2","19836.50","1","100.00","0",".00","6","20386.50",".00","19836.50",".00","4323.00","24159.50",".00",".00",".00",".00",".00","","{A999865B-D19F-0B6C-93EE-6D96831C8F88}"
"170133","189397","25","4565.00","4","406.05","30","1124.00","0",".00","59","6095.05",".00","406.05",".00","1232.17","1638.22","10000.00",".00","10000.00",".00","10000.00","","{7C0E0671-57E4-6C94-8514-8E9ADB27E0E9}"
"170134","189398","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","550.00",".00","550.00",".00","550.00","","{BC241009-CF16-8C1F-D686-05AFDC8BA044}"
"170136","189402","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1673.75",".00","1673.75",".00","1673.75","","{84FA9EC7-3D36-4E07-DE15-850D44B5C3FD}"
"170139","189409","173","689651.41","16","172190.08","5781","52244.75","9","294.07","5979","914380.31","98.89","172190.08","294.07","782510.89","954995.04",".00",".00",".00",".00",".00","","{F6EE47C0-E50A-932D-9F06-DD48B44A2D65}"
"170140","189406","20","2253.50","4","400.00","30","563.00","0",".00","54","3216.50",".00","400.00",".00","8699.71","9099.71","10000.00",".00","10000.00",".00","10000.00","","{BAD23F7E-2971-7555-3706-81A7F9725C0F}"
"170141","189407","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","2650.00","2650.00",".00",".00",".00",".00",".00","","{3C59E215-149E-2C55-C6BF-13EDD3804F61}"
"170142","189408","102","24504.19","2","1088.80","80","2333.44","0",".00","184","27926.43",".00","1088.80",".00","22677.33","23766.13",".00",".00",".00",".00",".00","","{1604457A-327E-F45D-9D14-259DF54B23DF}"
"170145","189415","0",".00","1","500.00","0",".00","0",".00","1","500.00",".00","500.00",".00","2802.02","3302.02",".00",".00",".00",".00",".00","","{3A5DC5CB-0AD1-79FD-876D-6AB6FE034FFE}"
"170148","189419","29","16375.00","1","14718.00","5","280.00","0",".00","35","31373.00",".00","14718.00",".00","101106.64","115824.64",".00",".00",".00",".00",".00","","{57F6128E-22AB-9D79-4AF1-14115A394D3A}"
"170149","189420","14","3160.00","1","250.00","53","1919.20","0",".00","68","5329.20",".00","250.00",".00","9207.03","9457.03","6676.93","2000.00","8676.93",".00","8676.93","","{34FAD7AA-195F-5BDA-4C7C-561426F15941}"
"170150","189421","0",".00","0",".00","1","50.00","0",".00","1","50.00",".00",".00",".00","520.28","520.28",".00",".00",".00",".00",".00","","{1151EEA0-8A58-BF9E-C3C9-3989BA1E8ECA}"
"170152","189422","57","57150.00","6","52099.96","14","815.00","1","99.40","78","110164.36",".00","52099.96","99.40","155610.57","207809.93",".00",".00",".00",".00",".00","","{232598C1-DDB5-07C9-77A6-5F39F70BF946}"
"170155","189426","49","46600.00","3","20548.38","37","2286.13","0",".00","89","69434.51",".00","20548.38",".00","57196.30","77744.68",".00",".00",".00",".00",".00","","{4C530A43-9DE1-26DD-66F1-46196935E4FF}"
"170156","189428","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","42000.00",".00","42000.00",".00","42000.00","","{3D1AC49C-7E9C-3F53-4ACB-ABC8CFB3F65F}"
"170157","189429","90","83704.90","5","83689.29","64","4203.96","0",".00","159","171598.15",".00","83689.29",".00","156022.18","239711.47","205.00",".00","205.00",".00","205.00","","{63A7E419-30EC-E156-DF89-D1C35939C995}"
"170158","189427","8","5437.47","0",".00","0",".00","0",".00","8","5437.47",".00",".00",".00","1999.52","1999.52",".00",".00",".00",".00",".00","","{1342BB4D-34C2-B2A1-A343-A496FE5BED3E}"
"170159","189430","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","15.00","15.00","24665.70",".00","24665.70",".00","24665.70","","{99038E08-5592-C57C-371B-804D9010C198}"
"170160","189432","5","1550.00","0",".00","6","450.00","0",".00","11","2000.00",".00",".00",".00","4845.84","4845.84",".00",".00",".00",".00",".00","","{644380A0-08B5-5C2A-54CB-927BBDA4F4BE}"
"170162","189434","1","250.00","0",".00","0",".00","0",".00","1","250.00",".00",".00",".00","1039.66","1039.66",".00",".00",".00",".00",".00","","{D7CFBD92-3E1F-8769-AC05-AB00D9505527}"
"170163","189444","101","83304.00","8","46521.65","180","8066.15","1","43.15","290","137934.95","300.00","46521.65","43.15","145480.99","192045.79","-146.14",".00","-146.14",".00","-146.14","","{588A98F3-EEAF-FB48-271F-2050A49C8D07}"
"170166","189449","45","409250.00","3","17425.00","12","690.00","0",".00","60","427365.00","5000.00","17425.00",".00","400627.87","418052.87",".00",".00",".00",".00",".00","","{FA214F67-42A0-019F-52EC-317B4B4A1957}"
"170172","189454","1","11495.00","0",".00","0",".00","0",".00","1","11495.00","30.00",".00",".00","13526.16","13526.16",".00",".00",".00",".00",".00","","{90C1A4E6-EA15-C6AE-3A75-FF77E7338CF8}"
"170173","189455","76","33538.50","7","31083.28","327","3688.44","0",".00","410","68310.22",".00","31083.28",".00","51590.11","82673.39",".00",".00",".00",".00",".00","","{39DD50EE-6644-977E-EDBF-3B8526CF71AE}"
"170174","189456","221","863105.00","10","137355.10","94","5747.75","0",".00","325","1006207.85",".00","137355.10",".00","860039.24","997394.34",".00",".00",".00",".00",".00","","{B4E5D803-972B-3222-D39C-BCE5F53F0B8B}"
"170175","189458","50","21775.00","5","602.99","22","1405.00","8","414.40","85","24197.39",".00","602.99","414.40","14503.46","15520.85",".00",".00",".00",".00",".00","","{706EE33A-ABBF-6623-5E46-D8B4C60B7F57}"
"170176","189459","7","1018.00","2","210.43","8","450.00","0",".00","17","1678.43",".00","210.43",".00","16259.77","16470.20",".00",".00",".00",".00",".00","","{C586B791-00AA-4B49-206E-3EBFD27AEF6D}"
"170177","189460","29","17045.00","0",".00","0",".00","0",".00","29","17045.00",".00",".00",".00","52801.43","52801.43",".00",".00",".00",".00",".00","","{BB1F3F23-4793-B23C-7B12-2ACC1B5AD4C1}"
"170178","189461","1","2500.00","0",".00","0",".00","0",".00","1","2500.00",".00",".00",".00","270.00","270.00",".00",".00",".00",".00",".00","","{9D6C9D3E-2DBB-A912-8086-365DC5458D0F}"
"170180","189465","27","19275.00","1","10000.00","6","248.00","0",".00","34","29523.00",".00","10000.00",".00","12633.66","22633.66",".00",".00",".00",".00",".00","","{08B059F2-6F52-3498-DC6C-AC677326952D}"
"170181","189468","175","119880.58","8","146171.15","1640","19708.85","3","167.79","1826","285928.37",".00","146171.15","167.79","416299.70","562638.64",".00",".00",".00",".00",".00","","{1F5AF0DA-9029-5742-9025-49B127BE4390}"
"170182","189469","5","975.00","0",".00","41","2160.00","0",".00","46","3135.00",".00",".00",".00","871.70","871.70",".00",".00",".00",".00",".00","","{7471E55C-0F83-50A1-CFA0-BAA3E6017284}"
"170185","189472","77","253804.00","9","102078.00","35","2052.00","0",".00","121","357934.00",".00","102078.00",".00","297254.48","399332.48",".00",".00",".00",".00",".00","","{24EB1999-60BB-134E-13CA-20B9065FE43E}"
"170187","189474","24","53700.00","7","48226.16","5","200.00","0",".00","36","102126.16",".00","48226.16",".00","159794.08","208020.24",".00",".00",".00",".00",".00","","{C575B551-C8BA-DF03-7EAE-A687E19A3EE2}"
"170190","189477","0",".00","1","113.33","2","55.00","0",".00","3","168.33",".00","113.33",".00","630.00","743.33",".00",".00",".00",".00",".00","","{D5BD0521-9897-8447-B78C-88C3E9214D77}"
