"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"413318","483297","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","424.64","424.64",".00",".00",".00",".00",".00","","{36DB41B7-867C-4437-58CE-01FC79F97B76}"
"413626","483692","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{96064FBB-3A49-A562-93B9-3624F23393FD}"
"413628","483694","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{51F3E565-0D0D-AAF4-2CE4-11470D298FD5}"
"413631","483697","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","66.00","66.00",".00","300.00","300.00",".00","300.00","","{81EE01BD-B1E7-A330-569E-5D33FEFCEF02}"
"413632","483699","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{27853A58-6D5E-972B-310A-183B188FD880}"
"413633","483700","3","75.00","3","44.85","0",".00","0",".00","6","119.85",".00","44.85",".00","90.90","135.75","5408.00",".00","5408.00",".00","5408.00","","{BC045B00-D044-824D-52BB-9DD44E1EA46D}"
"413634","483701","2","403.00","0",".00","13","1125.00","0",".00","15","1528.00",".00",".00",".00","272.49","272.49",".00",".00",".00",".00",".00","","{AB849321-53A4-234D-7552-26C53AC65887}"
"413636","483703","2","750.00","0",".00","1","10.00","0",".00","3","760.00",".00",".00",".00","548.84","548.84",".00",".00",".00",".00",".00","","{CEEBE734-065B-95BC-420F-D4C22350C44C}"
"413640","483707","6","1850.00","0",".00","8","575.00","0",".00","14","2425.00",".00",".00",".00","1811.48","1811.48",".00",".00",".00",".00",".00","","{4CE3AA34-95DB-6B85-6659-18A0969A02F7}"
"413642","483713","219","93485.90","0",".00","215","13501.11","0",".00","434","106987.01",".00",".00",".00","41368.91","41368.91",".00",".00",".00",".00",".00","","{75B16BE7-0A89-B214-9430-FEC86E4EAAED}"
"413645","483716","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{55066A6D-27F7-8FB7-1777-21C7C7969B5C}"
"413646","483717","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F4677EE2-AB63-7691-E295-538E785251AB}"
"413648","483719","7","665.00","0",".00","2","20.00","0",".00","9","685.00",".00",".00",".00","886.00","886.00","59000.00",".00","59000.00","4000.00","55000.00","","{66E6FD69-2BB2-A499-6B0F-E1C7010C40B4}"
"413649","483720","3","45250.00","0",".00","6","59.00","0",".00","9","45309.00",".00",".00",".00","8128.05","8128.05","275000.00",".00","275000.00",".00","275000.00","","{8408D896-2B0E-2ACE-785C-233E10C389A0}"
"413650","483722","26","7097.00","0",".00","144","4148.00","0",".00","170","11245.00",".00",".00",".00","14310.97","14310.97",".00",".00",".00",".00",".00","","{2E795DF3-EC7B-5A22-B052-735793554D28}"
"413651","483723","0",".00","0",".00","2","20.00","0",".00","2","20.00",".00",".00",".00","1.40","1.40",".00",".00",".00",".00",".00","","{2E1A48D4-EF76-75E4-6F72-E6D336554376}"
"413653","483725","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{1FF7D28E-C1D4-7E88-A658-E8978E19931E}"
"413656","483729","43","14317.78","1","306.58","114","7287.91","0",".00","158","21912.27",".00","306.58",".00","9118.77","9425.35",".00",".00",".00",".00",".00","","{F0D5CBEE-17D8-7FDC-B509-9317A4B88854}"
"413658","483731","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","675.00","675.00",".00",".00",".00",".00",".00","","{0B1292C4-FC43-BDC8-9D87-A98176893426}"
"413660","483734","0",".00","0",".00","3","75.00","0",".00","3","75.00",".00",".00",".00","4451.50","4451.50",".00",".00",".00",".00",".00","","{3115837F-8568-56DD-F0CF-91F8253A3A8D}"
"413662","483736","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{439B6448-F0B9-F52E-0E47-4F552CF863EC}"
"413665","483742","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3890CC4C-D715-D276-7392-66EE7FAFBC01}"
"413666","483743","3","3848.37","0",".00","0",".00","0",".00","3","3848.37",".00",".00",".00","15.00","15.00",".00",".00",".00",".00",".00","","{835C0E2D-30CC-B9A9-80C3-5D4AE17D2A90}"
"413667","483744","2","40000.00","0",".00","0",".00","0",".00","2","40000.00",".00",".00",".00","20703.76","20703.76",".00",".00",".00",".00",".00","","{3A2D35BF-4DC8-06B6-F275-B6328FBC314C}"
"413668","483745","0",".00","0",".00","0",".00","0",".00","0",".00","1000.00",".00",".00","221.92","221.92",".00",".00",".00",".00",".00","","{36829CB1-E813-759C-3C02-4BFFA1688448}"
"413670","483749","19","1970.00","0",".00","80","1520.50","0",".00","99","3490.50",".00",".00",".00","3670.00","3670.00",".00",".00",".00",".00",".00","","{961903CB-17DC-471A-3878-B3E2E2A2A141}"
"413672","483753","3","1726.79","0",".00","47","1527.00","0",".00","50","3253.79",".00",".00",".00","22270.83","22270.83",".00",".00",".00",".00",".00","","{1B92F6B2-6401-96CD-92E0-2022BDD57E34}"
"413673","483752","31","9950.00","1","800.00","4","220.00","0",".00","36","10970.00",".00","800.00",".00","11791.53","12591.53",".00",".00",".00",".00",".00","","{5424AEEB-95FF-C666-5D2F-99E5737FDD61}"
"413674","483754","27","9600.00","1","150.00","42","3095.00","0",".00","70","12845.00",".00","150.00",".00","2904.94","3054.94",".00",".00",".00",".00",".00","","{5B323507-748B-AACF-EB11-09E8733AF41D}"
"413675","483755","2","14973.08","0",".00","0",".00","0",".00","2","14973.08",".00",".00",".00","6673.52","6673.52",".00",".00",".00",".00",".00","","{5D52F732-F7AF-0334-9AE0-214D414973EF}"
"413676","483756","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CB8E4719-66E8-7EAC-26DD-CE32A3513D9A}"
"413677","483757","2","5100.00","1","300.00","8","370.00","0",".00","11","5770.00",".00","300.00",".00","4351.55","4651.55",".00",".00",".00",".00",".00","","{22B4E2FA-A205-CA4B-0868-406544751711}"
"413679","483759","4","1000.00","0",".00","10","610.00","0",".00","14","1610.00",".00",".00",".00","2126.75","2126.75",".00",".00",".00",".00",".00","","{2C8E8A2E-7968-CC5B-4958-C08D698665E6}"
"413685","483766","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00",".00",".00","500.00",".00","500.00",".00","500.00","","{BB0D613B-5418-7C4F-657E-37CA9E4E2993}"
"413690","483775","4","900.00","0",".00","5","500.00","0",".00","9","1400.00",".00",".00",".00","1843.49","1843.49",".00","2000.00","2000.00",".00","2000.00","","{00D72C76-082C-092F-E2B4-465EB53597D9}"
"413691","483776","3","1010.00","0",".00","34","680.00","0",".00","37","1690.00",".00",".00",".00","385.30","385.30",".00",".00",".00",".00",".00","","{332FDECC-971C-D08F-4CC1-3823199470C5}"
"413692","483777","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","100.00",".00","100.00",".00","100.00","","{85E3352A-78FE-B271-30FA-8252A5292918}"
"413693","483778","0",".00","1","167.00","1","100.00","0",".00","2","267.00",".00","167.00",".00","636.29","803.29",".00","5000.00","5000.00",".00","5000.00","","{49DB999E-F5D5-699C-0BD9-60A4434DB0F7}"
"413695","483780","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","48.00","48.00",".00",".00",".00",".00",".00","","{4468D9B3-CE8B-02A5-98F2-4B8DF724A68E}"
"413696","483781","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3E9C3D93-7674-CF89-15F4-14509014EA48}"
"413697","483783","1","40000.00","0",".00","0",".00","0",".00","1","40000.00",".00",".00",".00","19554.60","19554.60",".00",".00",".00",".00",".00","","{41438BB0-5685-0BA4-03FA-B3A9A2A2DDE2}"
"413698","483784","14","2300.80","0",".00","35","2144.00","0",".00","49","4444.80",".00",".00",".00","6053.00","6053.00",".00",".00",".00",".00",".00","","{57E0977B-72EF-C603-5368-5DCA40AB1552}"
"413700","483786","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{84C9E4DD-AA07-2DFF-EE52-5D169FBAE6D7}"
"413701","483787","0",".00","0",".00","4","240.00","0",".00","4","240.00",".00",".00",".00","59.84","59.84",".00",".00",".00",".00",".00","","{77318954-7600-BCE4-C563-E2B925D9056B}"
"413703","483789","1","1000.00","0",".00","2","111.01","0",".00","3","1111.01",".00",".00",".00","1074.61","1074.61",".00",".00",".00",".00",".00","","{BC54871C-BAA4-E41E-E96E-F8B62ED1439F}"
"413709","483795","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8A12576F-1225-375B-EFB2-259338383999}"
"413714","483800","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D80FD887-D818-8E56-E824-6BB80DE2BD11}"
"413715","483801","2","320.00","1","1031.94","6","330.00","1","14.00","10","1695.94",".00","1031.94","14.00","3899.76","4945.70",".00","4000.00","4000.00",".00","4000.00","","{259F128D-F73B-875F-562E-6B7D5A2A6BBF}"
"413716","483802","1","5000.00","0",".00","0",".00","0",".00","1","5000.00",".60",".00",".00","1490.75","1490.75",".00",".00",".00",".00",".00","","{31B184B9-A801-F96D-C155-6017E528E54B}"
