"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"420229","483297","424.64",".00",".00",".00",".00","424.64","424.64",".00",".00","424.64",".00",".00","424.64",".00",".00",".00","424.64",".00","424.64","424.64",".00","","{36DB41B7-867C-4437-58CE-01FC79F97B76}"
"420537","483692","793.70",".00",".00",".00",".00","793.70",".00",".00",".00",".00","793.70",".00","893.70",".00",".00",".00","893.70","100.00",".00","100.00","793.70","","{96064FBB-3A49-A562-93B9-3624F23393FD}"
"420539","483694","17.19",".00",".00",".00",".00","17.19",".00",".00",".00",".00","17.19",".00","17.19",".00",".00",".00","17.19",".00",".00",".00","17.19","","{51F3E565-0D0D-AAF4-2CE4-11470D298FD5}"
"420542","483697",".00",".00",".00","300.00","300.00","300.00","66.00",".00",".00","66.00","234.00","300.00",".00",".00","300.00","300.00","300.00",".00","66.00","66.00","234.00","","{81EE01BD-B1E7-A330-569E-5D33FEFCEF02}"
"420543","483699","1000.00",".00",".00",".00",".00","1000.00",".00",".00",".00",".00","1000.00",".00","1000.00",".00",".00",".00","1000.00",".00",".00",".00","1000.00","","{27853A58-6D5E-972B-310A-183B188FD880}"
"420544","483700","243.51","119.85",".00",".00","119.85","363.36","135.75",".00",".00","135.75","227.61","5408.00","1294.27","608.34","119.85","728.19","2022.46","1659.10","135.75","1794.85","227.61","","{BC045B00-D044-824D-52BB-9DD44E1EA46D}"
"420545","483701","25459.77","1528.00",".00",".00","1528.00","26987.77","272.49",".00",".00","272.49","26715.28",".00","25459.77",".00","1528.00","1528.00","26987.77",".00","272.49","272.49","26715.28","","{AB849321-53A4-234D-7552-26C53AC65887}"
"420547","483703",".00","760.00",".00",".00","760.00","760.00","548.84",".00",".00","548.84","211.16",".00",".00",".00","760.00","760.00","760.00",".00","548.84","548.84","211.16","","{CEEBE734-065B-95BC-420F-D4C22350C44C}"
"420551","483707","57033.78","2425.00",".00",".00","2425.00","59458.78","1811.48",".00",".00","1811.48","57647.30",".00","56133.61","1970.91","2425.00","4395.91","60529.52","1070.74","1811.48","2882.22","57647.30","","{4CE3AA34-95DB-6B85-6659-18A0969A02F7}"
"420553","483713","297519.71","106987.01",".00",".00","106987.01","404506.72","41368.91",".00",".00","41368.91","363137.81",".00","297519.71",".00","106987.01","106987.01","404506.72",".00","41368.91","41368.91","363137.81","","{75B16BE7-0A89-B214-9430-FEC86E4EAAED}"
"420556","483716","71463.78",".00",".00",".00",".00","71463.78",".00",".00",".00",".00","71463.78",".00","73963.78",".00",".00",".00","73963.78","2500.00",".00","2500.00","71463.78","","{55066A6D-27F7-8FB7-1777-21C7C7969B5C}"
"420557","483717",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F4677EE2-AB63-7691-E295-538E785251AB}"
"420559","483719","497800.67","685.00",".00",".00","685.00","498485.67","886.00","4000.00",".00","4886.00","493599.67","55000.00","689.81","544063.79","685.00","544748.79","545438.60","46952.93","4886.00","51838.93","493599.67","","{66E6FD69-2BB2-A499-6B0F-E1C7010C40B4}"
"420560","483720","6012.16","45309.00",".00",".00","45309.00","51321.16","8128.05",".00",".00","8128.05","43193.11","275000.00","6012.16",".00","45309.00","45309.00","51321.16",".00","8128.05","8128.05","43193.11","","{8408D896-2B0E-2ACE-785C-233E10C389A0}"
"420561","483722","61314.79","11245.00",".00",".00","11245.00","72559.79","14310.97",".00",".00","14310.97","58248.82",".00","61314.79",".00","11245.00","11245.00","72559.79",".00","14310.97","14310.97","58248.82","","{2E795DF3-EC7B-5A22-B052-735793554D28}"
"420562","483723","956.58","20.00",".00",".00","20.00","976.58","1.40",".00",".00","1.40","975.18",".00","956.58",".00","20.00","20.00","976.58",".00","1.40","1.40","975.18","","{2E1A48D4-EF76-75E4-6F72-E6D336554376}"
"420564","483725","186.60",".00",".00",".00",".00","186.60",".00",".00",".00",".00","186.60",".00","204.60",".00",".00",".00","204.60","18.00",".00","18.00","186.60","","{1FF7D28E-C1D4-7E88-A658-E8978E19931E}"
"420567","483729",".00","21912.27",".00",".00","21912.27","21912.27","9425.35",".00",".00","9425.35","12486.92",".00",".00",".00","21912.27","21912.27","21912.27",".00","9425.35","9425.35","12486.92","","{F0D5CBEE-17D8-7FDC-B509-9317A4B88854}"
"420569","483731","11322.88",".00",".00",".00",".00","11322.88","675.00",".00",".00","675.00","10647.88",".00","11322.88",".00",".00",".00","11322.88",".00","675.00","675.00","10647.88","","{0B1292C4-FC43-BDC8-9D87-A98176893426}"
"420571","483734","9725.53","75.00",".00",".00","75.00","9800.53","4451.50",".00",".00","4451.50","5349.03",".00","9725.53",".00","75.00","75.00","9800.53",".00","4451.50","4451.50","5349.03","","{3115837F-8568-56DD-F0CF-91F8253A3A8D}"
"420573","483736",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{439B6448-F0B9-F52E-0E47-4F552CF863EC}"
"420576","483742","2.48",".00",".00",".00",".00","2.48",".00",".00",".00",".00","2.48",".00","2.48",".00",".00",".00","2.48",".00",".00",".00","2.48","","{3890CC4C-D715-D276-7392-66EE7FAFBC01}"
"420577","483743",".00","3848.37",".00",".00","3848.37","3848.37","15.00",".00",".00","15.00","3833.37",".00",".00",".00","3848.37","3848.37","3848.37",".00","15.00","15.00","3833.37","","{835C0E2D-30CC-B9A9-80C3-5D4AE17D2A90}"
"420578","483744","11767.21","40000.00",".00",".00","40000.00","51767.21","20703.76",".00",".00","20703.76","31063.45",".00","11767.21",".00","40000.00","40000.00","51767.21",".00","20703.76","20703.76","31063.45","","{3A2D35BF-4DC8-06B6-F275-B6328FBC314C}"
"420579","483745","9665.85",".00","1000.00",".00","1000.00","10665.85","221.92",".00",".00","221.92","10443.93",".00","9665.85",".00","1000.00","1000.00","10665.85",".00","221.92","221.92","10443.93","","{36829CB1-E813-759C-3C02-4BFFA1688448}"
"420581","483749","41503.25","3490.50",".00",".00","3490.50","44993.75","3670.00",".00",".00","3670.00","41323.75",".00","30453.49",".00","3490.50","3490.50","33943.99",".00","3670.00","3670.00","30273.99","","{961903CB-17DC-471A-3878-B3E2E2A2A141}"
"420583","483753","19017.04","3253.79",".00",".00","3253.79","22270.83","22270.83",".00",".00","22270.83",".00",".00","19017.04",".00","3253.79","3253.79","22270.83",".00","22270.83","22270.83",".00","","{1B92F6B2-6401-96CD-92E0-2022BDD57E34}"
"420584","483752","3004.06","10970.00",".00",".00","10970.00","13974.06","12591.53",".00",".00","12591.53","1382.53",".00","2692.73","10641.05","10970.00","21611.05","24303.78","10329.72","12591.53","22921.25","1382.53","","{5424AEEB-95FF-C666-5D2F-99E5737FDD61}"
"420585","483754","100.00","12845.00",".00",".00","12845.00","12945.00","3054.94",".00",".00","3054.94","9890.06",".00",".00","100.00","12845.00","12945.00","12945.00",".00","3054.94","3054.94","9890.06","","{5B323507-748B-AACF-EB11-09E8733AF41D}"
"420586","483755","234905.79","14973.08",".00",".00","14973.08","249878.87","6673.52",".00",".00","6673.52","243205.35",".00","234905.79",".00","14973.08","14973.08","249878.87",".00","6673.52","6673.52","243205.35","","{5D52F732-F7AF-0334-9AE0-214D414973EF}"
"420587","483756",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","9745.51","109.09",".00",".00",".00","109.09","109.09",".00","109.09",".00","","{CB8E4719-66E8-7EAC-26DD-CE32A3513D9A}"
"420588","483757","3298.74","5770.00",".00",".00","5770.00","9068.74","4651.55",".00",".00","4651.55","4417.19",".00","2692.73","4871.05","5770.00","10641.05","13333.78","4265.04","4651.55","8916.59","4417.19","","{22B4E2FA-A205-CA4B-0868-406544751711}"
