"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"271459","296826",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7C0BDCEF-B265-A103-C48E-C14642012E57}"
"273932","299505","1518.15","1500.00",".00",".00","1500.00","3018.15","558.16",".00",".00","558.16","2459.99",".00","1647.24","600.00","1500.00","2100.00","3747.24","729.09","558.16","1287.25","2459.99","","{05D5B53C-FF1C-2847-6799-ED167323EEBD}"
"274115","299725","98279.40",".00",".00",".00",".00","98279.40","2500.00",".00",".00","2500.00","95779.40","1000.00","98279.40",".00",".00",".00","98279.40",".00","2500.00","2500.00","95779.40","","{C62B2C4C-D2F1-FDED-887B-CC3C4A18C850}"
"274738","300472","1718.67","4698.00",".00",".00","4698.00","6416.67","7312.12",".00",".00","7312.12",".00",".00",".00","32820.92","4698.00","37518.92","37518.92","31102.25","7312.12","38414.37",".00","","{7542D671-6B64-CD57-F60B-56EC25FCAD80}"
"274960","300732","219.00","1390.00",".00",".00","1390.00","1609.00","1497.05",".00",".00","1497.05","111.95",".00",".00","1609.00","1390.00","2999.00","2999.00","1390.00","1497.05","2887.05","111.95","","{BFB3BA90-69F4-00E0-AD17-8B923F3936C1}"
"275174","301012","256.83",".00",".00","2000.00","2000.00","2256.83",".00",".00",".00",".00","2256.83","3000.00",".00","1403.33","2000.00","3403.33","3403.33","1146.50",".00","1146.50","2256.83","","{79598BA7-4F1F-8BF6-05D0-9A791E17FD87}"
"275177","301015","439.24","3471.88",".00",".00","3471.88","3911.12","3283.47",".00",".00","3283.47","627.65",".00",".00","3862.00","3471.88","7333.88","7333.88","3422.76","3283.47","6706.23","627.65","","{5D854EC5-7D1C-87A5-E550-F621AF52F354}"
"275178","301017","627.65",".00",".00",".00",".00","627.65",".00",".00",".00",".00","627.65",".00",".00","7333.88",".00","7333.88","7333.88","6706.23",".00","6706.23","627.65","","{6963E2BA-AEE0-0A9A-6E3C-DF5DB9377E7E}"
"275179","301018","9802.75","1000.00",".00",".00","1000.00","10802.75","4185.20",".00",".00","4185.20","6617.55",".00","4504.70","18751.24","1000.00","19751.24","24255.94","13453.19","4185.20","17638.39","6617.55","","{3DA1664E-8388-16F7-1FF2-8F1521B9B143}"
"275181","301022","12224.27","14535.22",".00",".00","14535.22","26759.49","11646.89",".00",".00","11646.89","15112.60",".00",".00","58879.20","14535.22","73414.42","73414.42","46654.93","11646.89","58301.82","15112.60","","{72481113-5A9C-64BF-8CEA-15FA48B9A5E1}"
