"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"153997","171567","235","5875.93","0",".00","475","2551.06","0",".00","710","8426.99",".00",".00",".00","78500.00","78500.00",".00",".00",".00",".00",".00","","{7E23482A-1EFC-4C40-F69D-A869863559AF}"
"155940","173573","2","520.00","0",".00","2","150.00","0",".00","4","670.00",".00",".00",".00","765.29","765.29",".00",".00",".00",".00",".00","","{45BA89EB-9284-2EC2-D432-C381E356C66D}"
"156006","173649","2","300.00","0",".00","21","1015.00","0",".00","23","1315.00",".00",".00",".00","217.93","217.93",".00","1500.00","1500.00",".00","1500.00","","{63985055-E8FC-DB8F-5E78-33EA67145980}"
"156007","173650","4","875.00","0",".00","34","1000.00","1","25.00","39","1900.00",".00",".00","25.00","406.93","431.93","1500.00",".00","1500.00",".00","1500.00","","{891EB408-8759-903B-8806-CFEBF5E98F6A}"
"156008","173651","4","145.00","0",".00","9","161.00","0",".00","13","306.00",".00",".00",".00","525.06","525.06","1500.00",".00","1500.00",".00","1500.00","","{14A9BE8E-BB46-DA63-8BD1-D525B698CAC6}"
"156009","173654","5","9500.00","0",".00","1","50.00","0",".00","6","9550.00",".00",".00",".00","18285.00","18285.00",".00",".00",".00",".00",".00","","{CA9B04E6-F1F4-65C1-D696-5DADA01EDEA0}"
"156013","173658","1","224.01","0",".00","0",".00","0",".00","1","224.01",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{05891B1E-EF58-6B0A-C70B-7216CD47F014}"
"156014","173659","0",".00","0",".00","1","5.00","0",".00","1","5.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F0910C38-8BB8-CD7D-492F-870A70130FD2}"
"156020","173671","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{74A099DC-1785-410F-F026-43D90C81F75F}"
"156022","173673","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B7556745-7F4A-DBAF-55C9-F67461616A46}"
"156027","173678","6","55493.08","0",".00","0",".00","0",".00","6","55493.08",".00",".00",".00","2507.85","2507.85","67191.07",".00","67191.07","67191.07",".00","","{22E4BFA9-A9DF-A9B9-0970-E4754F73EC3A}"
"156035","173686","0",".00","0",".00","1","25.00","0",".00","1","25.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{AB8A5843-7682-4B27-FAE3-3545FE5C6473}"
"156041","173694","2","6311.25","0",".00","0",".00","0",".00","2","6311.25",".00",".00",".00","6311.25","6311.25",".00",".00",".00",".00",".00","","{91BB06AE-6D8B-1D6C-9279-4D5DE9EF4553}"
"156043","173696","1","5.00","0",".00","5","139.00","0",".00","6","144.00",".49",".00",".00","1965.03","1965.03",".00",".00",".00",".00",".00","","{95ACC025-8BEB-6FEF-0DB6-BB79C5D483CE}"
"156046","173702","10","3550.00","0",".00","12","975.00","0",".00","22","4525.00",".49",".00",".00","5234.67","5234.67",".00",".00",".00",".00",".00","","{755491FD-827E-F953-F37C-125153E37575}"
"156047","173703","5","1175.00","1","150.62","4","325.00","0",".00","10","1650.62",".11","150.62",".00","969.66","1120.28",".00",".00",".00",".00",".00","","{CA73A746-30B6-4B2E-476F-AD36D3848140}"
"156065","173721","0",".00","0",".00","0",".00","0",".00","0",".00",".18",".00",".00","759.62","759.62",".00","220.00","220.00","220.00",".00","","{726219E7-D357-FA1B-6BC8-909F672705A9}"
"156076","173732","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0A20697A-BD6E-700F-0156-C9A4FB62423F}"
