"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"87484","98217","21","7000.00","2","452.76","13","835.00","0",".00","36","8287.76",".00","452.76",".00","13816.66","14269.42",".00",".00",".00",".00",".00","","{CF88F8CC-3B41-ABC2-A30C-B29D664E7AE2}"
"262691","294367","97","106314.42","1","20309.00","285","10682.51","0",".00","383","137305.93",".00","20309.00",".00","134421.79","154730.79",".00",".00",".00",".00",".00","","{A9F95DAB-0798-173F-9EFD-F31DC85FD00D}"
"262696","294375","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{98FE8199-29CA-531B-1090-5C27F0EB13BA}"
"262702","294381","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","2032.51",".00","2032.51",".00","2032.51","","{1E5FABFC-AB77-BD18-E2FB-4755B8E98B99}"
"262706","294385","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","10.00","10.00","2032.51",".00","2032.51",".00","2032.51","","{CFCBDA9A-1209-9077-BC34-05DD33113FFA}"
"262707","294386","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","20.00","20.00","2032.51",".00","2032.51",".00","2032.51","","{1E5FABFC-AB77-BD18-E2FB-4755B8E98B99}"
"262709","294388","2","1729.36","0",".00","0",".00","0",".00","2","1729.36",".00",".00",".00",".00",".00","2032.51",".00","2032.51","2032.51",".00","","{86534C59-166F-584B-4C37-6FD2F1855903}"
"262715","294394","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00","429.14","429.14",".94","238.00","238.94","95.00","143.94","","{E87CA74D-B3BC-B9BC-95DC-0966FA9F0C2D}"
"262720","294399","6","3238.64","0",".00","3","176.25","0",".00","9","3414.89",".00",".00",".00","1862.02","1862.02",".00",".00",".00",".00",".00","","{A3F8964B-0584-1AFD-9E29-DEA368C0445D}"
"262730","294417","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1027.05","1027.05",".00",".00",".00",".00",".00","","{15220A21-FB00-7E6F-B505-5941C49E5FBB}"
