"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"258458","282912","7098.71","436.09",".00",".00","436.09","7534.80","1300.00",".00",".00","1300.00","6234.80",".00","7098.71",".00","436.09","436.09","7534.80",".00","1300.00","1300.00","6234.80","","{DCE0FE16-B5ED-1147-5CB8-6C3E0A5A35D2}"
"258698","283151","23624.32","763.00",".00",".00","763.00","24387.32",".00",".00",".00",".00","24387.32",".00","24139.32",".00","763.00","763.00","24902.32",".00",".00",".00","24902.32","","{B9AB0BBB-D3C7-91BB-C379-4498B7CE8C4F}"
"258704","283158",".00","2005.93",".00",".00","2005.93","2005.93","2005.93",".00",".00","2005.93",".00",".00",".00",".00","2005.93","2005.93","2005.93",".00","2005.93","2005.93",".00","","{3F00FC1B-C0CC-2E12-E7B4-751452EB354F}"
"258705","283159","14076.56","44578.50",".00",".00","44578.50","58655.06","25727.86",".00",".00","25727.86","32927.20",".00",".00","31549.90","44578.50","76128.40","76128.40","17473.34","25727.86","43201.20","32927.20","","{FEC464A5-F2A9-5B2B-17F7-DAEF70FD1C39}"
"258707","283161",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3F6EA400-F166-1E69-9FE1-AA0343CD9E89}"
"258708","283162",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{077ECE45-F9E3-1273-6EBE-BE97BEA52847}"
"258709","283163",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{077ECE45-F9E3-1273-6EBE-BE97BEA52847}"
"258710","283164",".00","12502.00",".00",".00","12502.00","12502.00","7513.73",".00",".00","7513.73","4988.27",".00",".00","2005.93","12502.00","14507.93","14507.93","2005.93","7513.73","9519.66","4988.27","","{5F8F0305-7B96-8E8B-A891-80C57A7EA722}"
"258712","283166","33730.36","6838.40",".00",".00","6838.40","40568.76","35250.38",".00",".00","35250.38","5318.38",".00",".00","156266.40","6838.40","163104.80","163104.80","122536.04","35250.38","157786.42","5318.38","","{B1B775CB-B999-D492-CDCD-AF1FB388753B}"
"258714","283168","1647.24",".00",".00",".00",".00","1647.24",".00",".00",".00",".00","1647.24",".00","1647.24",".00",".00",".00","1647.24",".00",".00",".00","1647.24","","{7CE8C927-4525-0C21-6EFA-FBE92BEA4420}"
"258715","283169","2274.64",".00",".00",".00",".00","2274.64",".00",".00",".00",".00","2274.64",".00","3184.42","268.06",".00","268.06","3452.48","1177.84",".00","1177.84","2274.64","","{B5D0295B-64AB-95DE-48BC-89845C94ACC9}"
"258717","283171","7528.22",".00",".00",".00",".00","7528.22",".00",".00",".00",".00","7528.22",".00","8793.22",".00",".00",".00","8793.22","1265.00",".00","1265.00","7528.22","","{BB62C0F9-29E5-93E5-8CE1-03268F681925}"
