"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"323882","374574","1","800.00","0",".00","0",".00","1","100.00","2","900.00",".00",".00","100.00","800.00","900.00",".00","800.00","800.00",".00","800.00","","{39218A4F-39B9-8F78-BA4F-A48216069BD8}"
"329448","380452","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1360.64","1360.64",".00",".00",".00",".00",".00","","{F04EC4C1-3CD7-48A5-4BDD-9447AC2F1D2D}"
"334103","385372","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","80.00","80.00",".00",".00",".00",".00",".00","","{AAAC29A8-0412-C9ED-36AF-89172236F501}"
"335196","386618","1","300.00","0",".00","0",".00","1","23.00","2","323.00",".00",".00","23.00","703.37","726.37",".00",".00",".00",".00",".00","","{5C9E1846-8824-29C4-B66F-687F65D85AB5}"
"335433","386877","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{9A9507CC-03E2-9C14-42F3-F0B26DA67BFE}"
"335841","387328","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1100.00","1100.00",".00",".00",".00",".00",".00","","{F70A3ABD-E4BA-CD82-C39A-C8589EA24E36}"
"335842","387329","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","59500.00",".00","59500.00",".00","59500.00","","{626FF87F-A93E-7431-6796-75D2ACAEEE62}"
"335844","387331","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","100.00",".00","100.00",".00","100.00","","{72F087B2-FFB2-14B3-D117-53A512C3CC89}"
"335845","387332","0",".00","1","17448.57","0",".00","0",".00","1","17448.57",".00","17448.57",".00",".00","17448.57","19000.00",".00","19000.00",".00","19000.00","","{BD029EAE-2A65-0CCE-6EB6-740367982267}"
"335846","387333","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{06E0696A-5D64-26A1-E275-E875862BE050}"
