"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"213249","231076",".00","3785.00","129.60",".00","3914.60","3914.60","2685.77",".00",".00","2685.77","1228.83","5837.57",".00","67306.58","3914.60","71221.18","71221.18","67306.58","2685.77","69992.35","1228.83","","{19C2BDB7-BD6E-8A30-1D82-3B4B8085A366}"
"213841","231875","4758.51",".00",".00",".00",".00","4758.51",".00",".00",".00",".00","4758.51","21390.94","4368.51","1090.00",".00","1090.00","5458.51","700.00",".00","700.00","4758.51","","{4575B8C5-39A9-DAEF-3F36-C89258E0CCD8}"
"214284","232393",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DDEBD0F7-7172-29A5-8978-97A60C5030EA}"
"216293","234409","3329.54",".00",".00",".00",".00","3329.54",".00",".00",".00",".00","3329.54","3577.97","3310.33","182.23",".00","182.23","3492.56","163.02",".00","163.02","3329.54","","{7BC44069-9CA0-4F2C-FA71-57B16FF5A924}"
"216305","234423","1920.58",".00",".00",".00",".00","1920.58","220.00",".00",".00","220.00","1700.58",".00","1920.58",".00",".00",".00","1920.58",".00","220.00","220.00","1700.58","","{C926044B-C2BD-3509-9D24-4B775C665428}"
"216306","234424","1700.58",".00",".00",".00",".00","1700.58","95.00",".00",".00","95.00","1605.58",".00","1920.58",".00",".00",".00","1920.58","220.00","95.00","315.00","1605.58","","{3A6F198D-6F77-3A29-37B0-C5F7A3C68BD6}"
"216310","234428","3329.54","248.43",".00",".00","248.43","3577.97",".00","3577.97",".00","3577.97",".00",".00","3310.33","182.23","248.43","430.66","3740.99","163.02","3577.97","3740.99",".00","","{FCDDB378-8627-7D7F-F29F-33A3FD25A074}"
"216312","234430","2891.25",".00",".00",".00",".00","2891.25","619.44",".00","2271.81","2891.25",".00",".00","2891.25",".00",".00",".00","2891.25",".00","2891.25","2891.25",".00","","{AFB6FB56-4999-41C2-25CA-CDD370D8CBA4}"
"216313","234431",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A9E96E45-61A0-317C-0EFE-EEE0D87D0480}"
"216316","234437","25397.51","17260.05",".00",".00","17260.05","42657.56","21573.48",".00",".00","21573.48","21084.08",".00","2666.19","2094835.57","17260.05","2112095.62","2114761.81","2072104.25","21573.48","2093677.73","21084.08","","{4E31BB2D-9C1E-8C2E-F726-6B685D8C6631}"
"216317","234438","1918.95","15013.01",".00",".00","15013.01","16931.96",".00","15013.01","1918.95","16931.96",".00",".00","1918.95",".00","15013.01","15013.01","16931.96",".00","16931.96","16931.96",".00","","{57691893-D79E-19F8-3128-86233910F637}"
"216318","234439","842.21","1519.24",".00",".00","1519.24","2361.45","1476.41",".00",".00","1476.41","885.04",".00",".00","5155.44","1519.24","6674.68","6674.68","4313.23","1476.41","5789.64","885.04","","{AD7587F9-B9B5-7D81-9C65-0F043DE0ECC0}"
"216319","234440","885.04","1684.60",".00",".00","1684.60","2569.64","1631.50",".00",".00","1631.50","938.14",".00",".00","6674.68","1684.60","8359.28","8359.28","5789.64","1631.50","7421.14","938.14","","{2FB010F1-EE1A-0CCF-719C-C4EABBCB10ED}"
"216325","234447","319.30",".00",".00",".00",".00","319.30",".00",".00","319.30","319.30",".00",".00","319.30",".00",".00",".00","319.30",".00","319.30","319.30",".00","","{EB1BD158-2362-0DDE-AA4B-91577F2010FA}"
"216343","234465",".00","3690.87",".00",".00","3690.87","3690.87",".00","3690.87",".00","3690.87",".00",".00","389.13","20.00","3690.87","3710.87","4100.00","409.13","3690.87","4100.00",".00","","{F2D4DCD8-BA73-D7DC-E468-2B1954190B16}"
"216367","234490","52198.20","36909.00",".00",".00","36909.00","89107.20","8762.94",".00",".00","8762.94","80344.26",".00","65471.12","1202.50","36909.00","38111.50","103582.62","14475.42","8762.94","23238.36","80344.26","","{34B420BE-D69E-79D0-3409-4D9CFD85A1C3}"
"216372","234499","2196.67","1500.00",".00",".00","1500.00","3696.67",".00","1500.00","2196.67","3696.67",".00",".00","2196.67",".00","1500.00","1500.00","3696.67",".00","3696.67","3696.67",".00","","{BA00B213-0A85-2D3D-A839-454714CE8509}"
"216373","234500","7106.67",".00",".00",".00",".00","7106.67","1015.00",".00",".00","1015.00","6091.67",".00","8497.89","6.00",".00","6.00","8503.89","1397.22","1015.00","2412.22","6091.67","","{93569D64-3830-DC60-9E30-B5E43D74E87F}"
"216375","234502","7017.92",".00",".00",".00",".00","7017.92",".00",".00",".00",".00","7017.92",".00","6934.68","4060.00",".00","4060.00","10994.68","3976.76",".00","3976.76","7017.92","","{D6CEDE71-0DF0-EDBE-604F-B56034F7203C}"
"216410","234545","100.00",".00",".00",".00",".00","100.00","40.00",".00","60.00","100.00",".00",".00","100.00",".00",".00",".00","100.00",".00","100.00","100.00",".00","","{4237444F-85B8-48AC-7056-0D9DBA00113E}"
"216419","234555","178.84","8500.00","12.54",".00","8512.54","8691.38",".00","8500.00","191.38","8691.38",".00",".00","178.84","2500.00","8512.54","11012.54","11191.38","2500.00","8691.38","11191.38",".00","","{3D9E487C-548C-FEA9-D5CE-3A7A814A4AA8}"
"216443","234582","1180.08",".00",".00",".00",".00","1180.08","1180.08",".00",".00","1180.08",".00",".00","1180.08",".00",".00",".00","1180.08",".00","1180.08","1180.08",".00","","{465C1876-F547-EF5E-3428-F349C9E47E01}"
"216458","234608","344.81","306.86",".00",".00","306.86","651.67","651.67",".00",".00","651.67",".00",".00","344.81",".00","306.86","306.86","651.67",".00","651.67","651.67",".00","","{8FA8EA67-E77D-96C0-484B-5E4D37BFD9BE}"
"216476","234627",".00","41701.10",".00",".00","41701.10","41701.10","41701.10",".00",".00","41701.10",".00",".00",".00",".00","41701.10","41701.10","41701.10",".00","41701.10","41701.10",".00","","{761596A5-D53B-A7A8-F0C2-9000415BEABF}"
"216480","234631","1443.19","600.00",".00",".00","600.00","2043.19","2043.19",".00",".00","2043.19",".00",".00","1443.19",".00","600.00","600.00","2043.19",".00","2043.19","2043.19",".00","","{92D0E452-5645-8928-52A9-BAE9109CF1F9}"
"216481","234632","1443.19","600.00",".00",".00","600.00","2043.19","2043.19",".00",".00","2043.19",".00",".00","1443.19",".00","600.00","600.00","2043.19",".00","2043.19","2043.19",".00","","{92D0E452-5645-8928-52A9-BAE9109CF1F9}"
"216486","234638",".00","236279.34",".00","31000.00","267279.34","267279.34","161526.43",".00",".00","161526.43","105752.91","31000.00",".00",".00","267279.34","267279.34","267279.34",".00","161526.43","161526.43","105752.91","","{D8F59FC2-9E0F-F6F3-6D4F-BC42FE593982}"
"216488","234646",".00","13746.00",".00",".00","13746.00","13746.00","13746.00",".00",".00","13746.00",".00",".00",".00",".00","13746.00","13746.00","13746.00",".00","13746.00","13746.00",".00","","{3E820CAD-2688-1FD5-1C67-3FC105028D11}"
"216491","234649","380.85",".00",".00",".00",".00","380.85",".00",".00",".00",".00","380.85",".00","380.85",".00",".00",".00","380.85",".00",".00",".00","380.85","","{02BBD235-E7CE-2770-3001-011D49F006AD}"
