"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"281343","308872",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F60C88BC-BE7A-C36F-9295-9449B36C9EF0}"
"312608","347393",".00",".00",".00","566.66","566.66","566.66","466.66",".00",".00","466.66","100.00","617.66",".00",".00","566.66","566.66","566.66",".00","466.66","466.66","100.00","","{AB20DC5D-505F-D8E5-C6A0-82C393218573}"
"336332","380572","3585.31","20.11",".00",".00","20.11","3605.42",".00",".00",".00",".00","3605.42",".00",".00","5816.43","20.11","5836.54","5836.54","2231.12",".00","2231.12","3605.42","","{2CB33867-1B10-1D17-C3FE-69A571C5B73E}"
"338104","382475","2245.25",".00",".00",".00",".00","2245.25","125.00",".00",".00","125.00","2120.25","350.00","2245.25",".00",".00",".00","2245.25",".00","125.00","125.00","2120.25","","{2B71042D-D267-4B76-E51F-6FF59CB35525}"
"349273","395131",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{404A9094-D80A-F566-87B7-9D216E540DA0}"
"355848","402750","4152.83",".00",".00",".00",".00","4152.83",".00",".00",".00",".00","4152.83",".00","4152.83",".00",".00",".00","4152.83",".00",".00",".00","4152.83","","{B4422DE2-05EE-5B18-566A-5FAC98629821}"
"357571","404561","10519.48","2600.00",".00",".00","2600.00","13119.48","11748.94",".00",".00","11748.94","1370.54",".00","10369.48","2157.00","2600.00","4757.00","15126.48","2007.00","11748.94","13755.94","1370.54","","{43C658D6-BFB2-0819-15F7-D9A3DCB0BCC7}"
"358000","405096","1881.86",".00",".00",".00",".00","1881.86",".00",".00",".00",".00","1881.86",".00","9263.90",".00",".00",".00","9263.90","7382.04",".00","7382.04","1881.86","","{55B24BE2-1015-1163-DA0D-ED66F699A260}"
"358046","405160","10.00","4999.47",".00",".00","4999.47","5009.47","336.00","4673.47",".00","5009.47",".00",".00","10.00",".00","4999.47","4999.47","5009.47",".00","5009.47","5009.47",".00","","{7B723D09-7A2C-4680-84C8-5D35965144C2}"
"358195","405355","15280.29","499.96","7.54",".00","507.50","15787.79","1954.34",".00",".00","1954.34","13833.45",".00","25483.22","188.75","507.50","696.25","26179.47","10391.68","1954.34","12346.02","13833.45","","{E1EEC971-66EF-14B2-3D89-47FE933559C1}"
"358219","405383",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4AC47FA7-99A0-59B6-3D25-3CBA72B25D4A}"
"358220","405385","1098.89","920.28",".00",".00","920.28","2019.17","585.28",".00",".00","585.28","1433.89",".00",".00","4063.52","920.28","4983.80","4983.80","2964.63","585.28","3549.91","1433.89","","{D8569E85-B3A8-A2B1-6C9B-AE120D9F5073}"
"358221","405386","90.93",".00",".00",".00",".00","90.93",".00",".00",".00",".00","90.93",".00","90.93",".00",".00",".00","90.93",".00",".00",".00","90.93","","{CAD73E04-354C-1EF6-662C-D75DF27150BD}"
"358223","405388","1124.93","200.00",".00",".00","200.00","1324.93",".00",".00",".00",".00","1324.93",".00","1124.93",".00","200.00","200.00","1324.93",".00",".00",".00","1324.93","","{46866E14-AB75-8342-D7F2-40BC9FF2A31D}"
"358224","405389","4021.70",".00",".00",".00",".00","4021.70",".00",".00",".00",".00","4021.70",".00","4021.70",".00",".00",".00","4021.70",".00",".00",".00","4021.70","","{34700E5E-FA80-E23C-87CD-AC4A21039BA9}"
"358225","405390","3682.67",".00",".00",".00",".00","3682.67","250.00",".00",".00","250.00","3432.67",".00","3682.67",".00",".00",".00","3682.67",".00","250.00","250.00","3432.67","","{CE397691-850E-D6E4-0FCB-D46D5104FDA2}"
"358226","405391","3682.67",".00",".00",".00",".00","3682.67","250.00",".00",".00","250.00","3432.67",".00","3682.67",".00",".00",".00","3682.67",".00","250.00","250.00","3432.67","","{CE397691-850E-D6E4-0FCB-D46D5104FDA2}"
"358227","405392","1091.30",".00",".00","20.00","20.00","1111.30","20.00",".00",".00","20.00","1091.30","41151.09","1091.30",".00","20.00","20.00","1111.30",".00","20.00","20.00","1091.30","","{617F5431-D49C-A470-1252-623071D7A1B1}"
"358228","405393","2568.13",".00",".00",".00",".00","2568.13","306.00",".00",".00","306.00","2262.13",".00","2568.13",".00",".00",".00","2568.13",".00","306.00","306.00","2262.13","","{9AF3F95C-0451-BD5E-70DE-716B8C6885EC}"
"358229","405394",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","59500.00","543.02",".00",".00",".00","543.02","543.02",".00","543.02",".00","","{F317FF00-060D-D0D4-51F9-30A3E9446599}"
"358230","405395","435.43",".00",".00",".00",".00","435.43",".00",".00",".00",".00","435.43","3500.00","435.43",".00",".00",".00","435.43",".00",".00",".00","435.43","","{B867AA35-F270-2E27-6F75-E3139A60AF71}"
"358232","405397","3918.02",".00",".00",".00",".00","3918.02",".00",".00",".00",".00","3918.02","100.00","3918.02",".00",".00",".00","3918.02",".00",".00",".00","3918.02","","{E3EDDE0D-48E5-9990-258E-9502C306D6F9}"
"358234","405399","1839.32",".00",".00",".00",".00","1839.32",".00",".00",".00",".00","1839.32",".00","1839.32",".00",".00",".00","1839.32",".00",".00",".00","1839.32","","{00ADEF80-B724-2D94-F114-71F6A9BF18BC}"
"358235","405400","60.00",".00",".00",".00",".00","60.00",".00",".00",".00",".00","60.00",".00","60.00",".00",".00",".00","60.00",".00",".00",".00","60.00","","{CFBFF1CA-0AB8-5336-90A8-3F63C158396D}"
"358236","405401","58.48",".00",".00",".00",".00","58.48",".00",".00",".00",".00","58.48",".00","58.48",".00",".00",".00","58.48",".00",".00",".00","58.48","","{7BD41CF9-F7A6-F638-EF71-162A69687269}"
"358239","405404","4020.29",".00",".00",".00",".00","4020.29",".00",".00",".00",".00","4020.29",".00","4020.29",".00",".00",".00","4020.29",".00",".00",".00","4020.29","","{11FD8CAA-A102-8175-F6BD-F4A44C1AD4D6}"
"358240","405405","393.29",".00",".00",".00",".00","393.29",".00",".00",".00",".00","393.29",".00","393.29",".00",".00",".00","393.29",".00",".00",".00","393.29","","{165CFFD7-52D8-A16D-7FD3-0AC42E451E25}"
"358241","405406","8602.76","1975.00",".00",".00","1975.00","10577.76","2824.20",".00",".00","2824.20","7753.56",".00",".00","30629.61","1975.00","32604.61","32604.61","22026.85","2824.20","24851.05","7753.56","","{F18CF372-FB42-DA4D-D999-960DE5F80365}"
"358244","405409","4477.65",".00",".00",".00",".00","4477.65",".00",".00",".00",".00","4477.65","5005.00",".00","5030.00",".00","5030.00","5030.00","552.35",".00","552.35","4477.65","","{24C8CFF1-972A-1096-0961-F6B58DEB1F52}"
"358245","405410","75.30",".00",".00",".00",".00","75.30",".00",".00","75.30","75.30",".00",".00","75.30",".00",".00",".00","75.30",".00","75.30","75.30",".00","","{24E9E7A2-DD06-DEF3-A742-4F2733420EDE}"
"358246","405411","4477.65",".00",".00",".00",".00","4477.65",".00",".00",".00",".00","4477.65","5005.00",".00","5030.00",".00","5030.00","5030.00","552.35",".00","552.35","4477.65","","{24C8CFF1-972A-1096-0961-F6B58DEB1F52}"
"358247","405412","4797.73",".00",".00",".00",".00","4797.73",".00",".00",".00",".00","4797.73","5100.00","4797.73",".00",".00",".00","4797.73",".00",".00",".00","4797.73","","{62A1381A-B4AC-3F27-98F3-C127F1A602A2}"
"358249","405414","20055.35","1315.00",".00",".00","1315.00","21370.35","1008.68",".00",".00","1008.68","20361.67","127.73","20055.35",".00","1315.00","1315.00","21370.35",".00","1008.68","1008.68","20361.67","","{1CDC48B2-4095-FE22-00B9-EC62828B7E66}"
"358250","405415","522.80",".00",".00",".00",".00","522.80","250.00",".00",".00","250.00","272.80",".00","7484.06","100.00",".00","100.00","7584.06","7061.26","250.00","7311.26","272.80","","{BBE2FCF4-B19A-69D2-13E1-30D00AF94918}"
"358252","405417","3004.66",".00",".00",".00",".00","3004.66",".00",".00",".00",".00","3004.66",".00","3004.66",".00",".00",".00","3004.66",".00",".00",".00","3004.66","","{F4024617-B03F-EEDF-D440-F1EF711DE039}"
"358254","405419",".00","2777.41",".00",".00","2777.41","2777.41",".00","2777.41",".00","2777.41",".00",".00","767.39",".20","2777.41","2777.61","3545.00","767.59","2777.41","3545.00",".00","","{94E6AED8-913A-A8AC-ECFE-963CDB226B4B}"
"358255","405420","1351.54",".00",".00",".00",".00","1351.54","315.11",".00",".00","315.11","1036.43",".00","1551.54",".00",".00",".00","1551.54","200.00","315.11","515.11","1036.43","","{689DB2DC-9C6E-7CF4-300A-418DEAC4851E}"
"358256","405421",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{2DDBC4C9-0203-4338-9813-A8A910A77C2E}"
"358259","405425","291.20",".00",".00",".00",".00","291.20",".00",".00",".00",".00","291.20",".00",".00","1800.00",".00","1800.00","1800.00","1508.80",".00","1508.80","291.20","","{C690B0AF-24FD-E260-32E0-12FF0D8BBC5A}"
"358260","405426","345.72",".00",".00",".00",".00","345.72",".00",".00",".00",".00","345.72","3974.12","3.14","802.58",".00","802.58","805.72","460.00",".00","460.00","345.72","","{823FC45F-7DCD-A28D-7C36-BA3157A64760}"
"358261","405424","31.95","349.60",".00",".00","349.60","381.55","62.60",".00",".00","62.60","318.95",".00",".00","2184.28","349.60","2533.88","2533.88","2152.33","62.60","2214.93","318.95","","{EAFF85B7-DCF5-2A28-6874-255F3A561FFB}"
"358263","405428","31.98",".00",".00",".00",".00","31.98",".00",".00",".00",".00","31.98",".00","31.98",".00",".00",".00","31.98",".00",".00",".00","31.98","","{B26A783E-3C3C-1F9E-6D62-D6024E31BE23}"
"358264","405429","225.24",".00",".00",".00",".00","225.24",".00",".00",".00",".00","225.24","7047.86","220.24","5.00",".00","5.00","225.24",".00",".00",".00","225.24","","{AB9591B0-B23D-ED50-CB9D-EA0F384186DB}"
"358265","405430","17048.29",".00",".00",".00",".00","17048.29","149.47",".00",".00","149.47","16898.82",".00",".00","59846.94",".00","59846.94","59846.94","42798.65","149.47","42948.12","16898.82","","{3E1E9C61-BB6F-C555-DBA6-C80D9A752F6A}"
"358268","405433","20207.26","2863.79",".00","500.00","3363.79","23571.05","17737.05",".00",".00","17737.05","5834.00","3000.00","336.69","55699.48","3363.79","59063.27","59399.96","35828.91","17737.05","53565.96","5834.00","","{B99BFAF6-7593-3C03-2B6E-91A655410DF1}"
"358270","405435","463.87",".00",".00",".00",".00","463.87",".00",".00",".00",".00","463.87",".00","3663.87",".00",".00",".00","3663.87","3200.00",".00","3200.00","463.87","","{5E1C1379-0173-D971-5B38-108247545F69}"
"358274","405439","14109.76","3460.15",".00",".00","3460.15","17569.91","8517.58",".00",".00","8517.58","9052.33",".00",".00","22239.00","3460.15","25699.15","25699.15","8129.24","8517.58","16646.82","9052.33","","{88D1C56E-D72A-8639-B890-32F8879D451A}"
"358280","405445","19550.76",".00",".00",".00",".00","19550.76",".00",".00",".00",".00","19550.76",".00","20652.76",".00",".00",".00","20652.76","1102.00",".00","1102.00","19550.76","","{00F20EC9-8B06-5A55-AF96-8FFB621661BB}"
"358287","405452","1810.04","136.00",".00",".00","136.00","1946.04","136.00",".00",".00","136.00","1810.04",".00","1810.04",".00","136.00","136.00","1946.04",".00","136.00","136.00","1810.04","","{E09BA12B-9890-81F6-F158-22083936706F}"
"358289","405456",".00","365.00",".00",".00","365.00","365.00","84.57",".00",".00","84.57","280.43",".00",".00",".00","365.00","365.00","365.00",".00","84.57","84.57","280.43","","{475A46F1-96A6-6976-29DF-672827EA6CD8}"
"358291","405458","2562.78",".00",".00",".00",".00","2562.78",".00",".00",".00",".00","2562.78",".00","2562.78",".00",".00",".00","2562.78",".00",".00",".00","2562.78","","{2F2A1AA7-D406-243C-CA7E-16033051C592}"
"358293","405462","146716.08","1750.00",".00",".00","1750.00","148466.08",".00",".00",".00",".00","148466.08",".00","146716.08",".00","1750.00","1750.00","148466.08",".00",".00",".00","148466.08","","{01EC4EC5-EC35-6081-0EFB-5794926BF910}"
"358295","405464","8297.80",".00",".00",".00",".00","8297.80","3037.38",".00",".00","3037.38","5260.42",".00","8297.80",".00",".00",".00","8297.80",".00","3037.38","3037.38","5260.42","","{90081FDE-F9FB-982B-FE69-A7FAE4CB6D0B}"
"358296","405465","8.57",".00",".00",".00",".00","8.57",".00",".00",".00",".00","8.57",".00","8.57",".00",".00",".00","8.57",".00",".00",".00","8.57","","{3B9E8BE6-D04A-2BB3-A72E-4FFE26BD7D42}"
"358297","405467","10562.65",".00",".00",".00",".00","10562.65",".00",".00",".00",".00","10562.65",".00","10562.65",".00",".00",".00","10562.65",".00",".00",".00","10562.65","","{575B87F4-69B4-A3D8-9435-879C8DCECFD2}"
"358300","405469",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{84380B3E-A14E-D207-3A39-2BA9A1A81519}"
"358303","405472","100.15","40.00",".00",".00","40.00","140.15","140.15",".00",".00","140.15",".00",".00","100.15",".00","40.00","40.00","140.15",".00","140.15","140.15",".00","","{9F0E57C0-9976-942C-1EF7-71687AED3F6D}"
"358304","405473","54.00",".00",".00",".00",".00","54.00",".00",".00",".00",".00","54.00",".00","54.00",".00",".00",".00","54.00",".00",".00",".00","54.00","","{F7BA8B1D-B797-9902-D375-2741BFED072B}"
"358305","405474",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","2493.65",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{11FAC25F-626C-F294-A43D-1FE719C3906D}"
"358306","405475","259.82",".00",".00",".00",".00","259.82",".00",".00",".00",".00","259.82",".00","299.82",".00",".00",".00","299.82","40.00",".00","40.00","259.82","","{FB72498B-688C-81CD-6E69-21BFACB4EF32}"
"358307","405476","13833.45",".00",".00",".00",".00","13833.45","1393.88",".00",".00","1393.88","12439.57",".00","25483.22","696.25",".00","696.25","26179.47","12346.02","1393.88","13739.90","12439.57","","{00EA657F-DA9E-2989-1C9E-9C25F1831948}"
"358308","405477","30705.81","15760.30",".00",".00","15760.30","46466.11","11295.34",".00",".00","11295.34","35170.77",".00","30705.81",".00","15760.30","15760.30","46466.11",".00","11295.34","11295.34","35170.77","","{818FC0B5-7492-DA16-63C0-215CE2508398}"
"358311","405480","357.11",".00",".00",".00",".00","357.11","218.95",".00",".00","218.95","138.16","500.00","357.11",".00",".00",".00","357.11",".00","218.95","218.95","138.16","","{E86BA7BB-75EB-457E-52DB-7E31B2A78A59}"
"358312","405481","318.03",".00",".00",".00",".00","318.03","270.75",".00",".00","270.75","47.28",".00","318.03",".00",".00",".00","318.03",".00","270.75","270.75","47.28","","{04FD36A5-6E77-7C5D-18D2-626EF818AEC4}"
