"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"273040","298548",".00","1600.00",".00",".00","1600.00","1600.00",".00",".00",".00",".00","1600.00",".00",".00",".00","1600.00","1600.00","1600.00",".00",".00",".00","1600.00","","{47FF35C1-E3F2-B4B5-02B4-74C5668DC9F9}"
"273360","298900","2687.88","2.00",".00",".00","2.00","2689.88",".00",".00",".00",".00","2689.88","20.00","2558.28","3.00","2.00","5.00","2563.28",".00",".00",".00","2563.28","","{6B311626-BD61-CD24-EE73-B9C14C2D8B25}"
"276931","303367","788.24","3356.81",".00","3600.00","6956.81","7745.05","7071.69",".00",".00","7071.69","673.36","5894.98",".00","12016.29","6956.81","18973.10","18973.10","11228.05","7071.69","18299.74","673.36","","{073E46AF-D8F7-EAB9-0ECD-E69E163E08E6}"
"277310","303781","5150.16","8779.22",".00",".00","8779.22","13929.38","7674.79",".00",".00","7674.79","6254.59",".00",".00","23514.95","8779.22","32294.17","32294.17","18364.79","7674.79","26039.58","6254.59","","{D556E9C9-25F0-0F7F-1614-261B03F12DF3}"
"278059","304762","2450.87",".00",".00",".00",".00","2450.87","657.78",".00",".00","657.78","1793.09",".00","3436.50",".00",".00",".00","3436.50","985.63","657.78","1643.41","1793.09","","{01FE494D-DC9F-0926-13CE-A9B6AA38A4BA}"
"278061","304764","1850.08",".00",".00",".00",".00","1850.08",".00",".00",".00",".00","1850.08",".00","1850.08",".00",".00",".00","1850.08",".00",".00",".00","1850.08","","{40626134-722E-144B-3CA7-E293D23D5E6E}"
"278062","304765","1384.17",".00",".00","121.17","121.17","1505.34","121.17",".00",".00","121.17","1384.17","4264.85","1834.17","136.25","121.17","257.42","2091.59","586.25","121.17","707.42","1384.17","","{B4DCB1F4-D584-C8AC-7E54-F1B611AD6724}"
"278064","304767","44804.20","1340.00",".53",".00","1340.53","46144.73","3477.48",".00",".00","3477.48","42667.25",".00","35531.46","18251.27","1340.53","19591.80","55123.26","8978.53","3477.48","12456.01","42667.25","","{5958DA1C-EA7A-207F-6723-D26A20B4BB90}"
"278065","304768","55477.59","55770.00",".00",".00","55770.00","111247.59","20967.50",".00",".00","20967.50","90280.09",".00","58393.84","3500.00","55770.00","59270.00","117663.84","6416.25","20967.50","27383.75","90280.09","","{CFD2B203-3571-2EA5-7513-FA912FD4D65F}"
"278067","304770","20367.15","25000.00",".00",".00","25000.00","45367.15","28235.04",".00",".00","28235.04","17132.11",".00","5812.69","37440.05","25000.00","62440.05","68252.74","22885.59","28235.04","51120.63","17132.11","","{C1776E0A-8D85-8D4F-0936-76D5FC8336C3}"
"278069","304772","1003.24",".00",".40",".00",".40","1003.64",".00",".00",".00",".00","1003.64",".00","1003.00",".24",".40",".64","1003.64",".00",".00",".00","1003.64","","{6658F4FC-07DA-3BA4-1FC6-3C0A3FDDAD1B}"
"278072","304775","20045.98",".00",".00",".00",".00","20045.98","651.00",".00",".00","651.00","19394.98",".00","22074.85",".00",".00",".00","22074.85","2028.87","651.00","2679.87","19394.98","","{6E93C600-69EB-D8DF-2FCB-E8A1CC4427DE}"
"278077","304780",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B09F5A84-69B5-F9FC-CAAC-FCE8B5B34F0B}"
"278078","304781","1907.24",".00",".00",".00",".00","1907.24",".00",".00",".00",".00","1907.24","2554.67","1431.96","500.00",".00","500.00","1931.96","24.72",".00","24.72","1907.24","","{99BB4AE2-01BD-5A3B-67A4-16035FC7EA07}"
"278079","304782","301.59",".00",".00",".00",".00","301.59",".00",".00",".00",".00","301.59",".00","301.59",".00",".00",".00","301.59",".00",".00",".00","301.59","","{1E06ABAE-52E0-BDA2-367E-96313577BAB0}"
"278080","304783","53.73",".00",".00",".00",".00","53.73",".00",".00",".00",".00","53.73",".00","53.73",".00",".00",".00","53.73",".00",".00",".00","53.73","","{68377165-F7C0-5DD6-12E9-EF63D8147073}"
"278081","304784","60.00",".00",".00",".00",".00","60.00",".00",".00",".00",".00","60.00",".00",".00","60.00",".00","60.00","60.00",".00",".00",".00","60.00","","{A56D314F-AAD7-9CC2-5647-A0EB26F97D4F}"
"278082","304785","2416.97",".00",".00",".00",".00","2416.97","138.00",".00",".00","138.00","2278.97","15084.19","2582.97",".00",".00",".00","2582.97","166.00","138.00","304.00","2278.97","","{035B2B67-C2BB-3CE8-B8E0-62FC7ECDA478}"
"278083","304786","551.00",".00",".00",".00",".00","551.00",".00",".00",".00",".00","551.00",".00","550.00","1.00",".00","1.00","551.00",".00",".00",".00","551.00","","{48B5C879-4ECE-599E-602A-6D7EAA3FCF40}"
"278087","304792","2409.14",".00",".00",".00",".00","2409.14",".00",".00",".00",".00","2409.14",".00","2259.14","1300.00",".00","1300.00","3559.14","1150.00",".00","1150.00","2409.14","","{B026F3DC-B6BF-8222-7DBE-0AC551F9A7FB}"
"278092","304800","100.78",".00",".00",".00",".00","100.78",".00",".00",".00",".00","100.78",".00","100.78",".00",".00",".00","100.78",".00",".00",".00","100.78","","{8CD5262B-1509-3014-61AD-B921E931F79B}"
"278093","304801","1455.71","5525.00",".00",".00","5525.00","6980.71","491.48",".00",".00","491.48","6489.23",".00","1422.48","875.00","5525.00","6400.00","7822.48","841.77","491.48","1333.25","6489.23","","{06B9DEE6-9A0A-A537-E75F-FBAB89098DA4}"
