"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"255871","280192","3877.33","6796.00",".00",".00","6796.00","10673.33","2814.80",".00",".00","2814.80","7858.53",".00","1068.64","6691.69","6796.00","13487.69","14556.33","3883.00","2814.80","6697.80","7858.53","","{CC069CFD-6E9B-98D4-4A59-6F20805B1BC0}"
"255872","280193","10117.42","745.19",".00",".00","745.19","10862.61","10240.05",".00",".00","10240.05","622.56",".00","6425.09","28659.56","745.19","29404.75","35829.84","24967.23","10240.05","35207.28","622.56","","{12D9086B-5E5E-0CF7-E863-73CB4255F486}"
"255911","280232","7594.61","2012.50",".00",".00","2012.50","9607.11","1047.01",".00",".00","1047.01","8560.10",".00","7594.61",".00","2012.50","2012.50","9607.11",".00","1047.01","1047.01","8560.10","","{B8E4BC21-F41D-74B5-C9D5-A2E6D108423D}"
"255957","280277","17199.12",".00",".00",".00",".00","17199.12",".00",".00",".00",".00","17199.12",".00",".00","24648.12",".00","24648.12","24648.12","7449.00",".00","7449.00","17199.12","","{55861CF9-5E3A-4049-6CE1-DC009EE74E16}"
"255962","280282","14535.80","17260.34",".50",".00","17260.84","31796.64","21821.36",".00",".00","21821.36","9975.28",".00","6425.09","11398.72","17260.84","28659.56","35084.65","3288.01","21821.36","25109.37","9975.28","","{65847C5B-B972-0EFF-1535-701FAAEE0D33}"
"256045","280373","7858.53","2502.19",".00",".00","2502.19","10360.72","1636.11",".00",".00","1636.11","8724.61",".00","1068.64","13487.69","2502.19","15989.88","17058.52","6697.80","1636.11","8333.91","8724.61","","{92EB8F39-6112-A6CD-235D-4DAA81A81BB3}"
"256046","280374","7858.53","2502.19",".00",".00","2502.19","10360.72","1636.11",".00",".00","1636.11","8724.61",".00","1068.64","13487.69","2502.19","15989.88","17058.52","6697.80","1636.11","8333.91","8724.61","","{92EB8F39-6112-A6CD-235D-4DAA81A81BB3}"
"256047","280375","8724.61","2012.50",".00",".00","2012.50","10737.11","1047.01",".00",".00","1047.01","9690.10",".00","8724.61",".00","2012.50","2012.50","10737.11",".00","1047.01","1047.01","9690.10","","{B8E4BC21-F41D-74B5-C9D5-A2E6D108423D}"
"256049","280377","1880.38","2597.47","299.52",".00","2896.99","4777.37","4678.90",".00",".00","4678.90","98.47",".00",".00","8099.00","2896.99","10995.99","10995.99","6218.62","4678.90","10897.52","98.47","","{69955CF1-005B-A11F-43DD-9202CE9B404B}"
"256050","280378","98.47",".00",".00",".00",".00","98.47",".00",".00",".00",".00","98.47",".00",".00","10995.99",".00","10995.99","10995.99","10897.52",".00","10897.52","98.47","","{CFA24E00-13CA-EFE4-F591-79336E9F3972}"
"256051","280379","9690.10","9377.22",".00",".00","9377.22","19067.32","2316.96",".00",".00","2316.96","16750.36",".00","8724.61","2012.50","9377.22","11389.72","20114.33","1047.01","2316.96","3363.97","16750.36","","{D99B2361-EC2D-DD9E-3BA0-A29925E20CC5}"
"256052","280380","16750.36","17260.34",".50",".00","17260.84","34011.20","21821.36",".00",".00","21821.36","12189.84",".00","8724.61","11389.72","17260.84","28650.56","37375.17","3363.97","21821.36","25185.33","12189.84","","{65847C5B-B972-0EFF-1535-701FAAEE0D33}"
"256053","280381","9975.28","745.19",".00",".00","745.19","10720.47","10240.05",".00",".00","10240.05","480.42",".00","6425.09","28659.56","745.19","29404.75","35829.84","25109.37","10240.05","35349.42","480.42","","{12D9086B-5E5E-0CF7-E863-73CB4255F486}"
"256058","280389","7858.53","1683.93",".00",".00","1683.93","9542.46","1636.11",".00",".00","1636.11","7906.35",".00","1068.64","13487.69","1683.93","15171.62","16240.26","6697.80","1636.11","8333.91","7906.35","","{92EB8F39-6112-A6CD-235D-4DAA81A81BB3}"
"256059","280390","7906.35","2012.50",".00",".00","2012.50","9918.85","1047.01",".00",".00","1047.01","8871.84",".00","7906.35",".00","2012.50","2012.50","9918.85",".00","1047.01","1047.01","8871.84","","{B8E4BC21-F41D-74B5-C9D5-A2E6D108423D}"
"256060","280391","8871.84","9377.22",".00",".00","9377.22","18249.06","2316.96",".00",".00","2316.96","15932.10",".00","7906.35","2012.50","9377.22","11389.72","19296.07","1047.01","2316.96","3363.97","15932.10","","{D99B2361-EC2D-DD9E-3BA0-A29925E20CC5}"
"256062","280395",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{E4A80EB9-46B2-4F60-041A-38548C121A3D}"
"256066","280399","34786.62","14768495.10",".00",".00","14768495.10","14803281.72","14785802.12",".00",".00","14785802.12","17479.60",".00","32307.12","28612220.21","14768495.10","43380715.31","43413022.43","28609740.71","14785802.12","43395542.83","17479.60","","{178DB42A-632C-7040-211A-59D94D109CB5}"
"256069","280404","15932.10","17260.34",".50",".00","17260.84","33192.94","21821.36",".00",".00","21821.36","11371.58",".00","7906.35","11389.72","17260.84","28650.56","36556.91","3363.97","21821.36","25185.33","11371.58","","{65847C5B-B972-0EFF-1535-701FAAEE0D33}"
"256085","280420","30886.84","22795.39",".00",".00","22795.39","53682.23","53582.95",".00",".00","53582.95","99.28",".00",".00","149393.69","22795.39","172189.08","172189.08","118506.85","53582.95","172089.80","99.28","","{BCF2F9FC-58EF-5765-CD09-C28DA2130726}"
"256091","280426","11371.58","745.19",".00",".00","745.19","12116.77","10240.05",".00",".00","10240.05","1876.72",".00","7906.35","28650.56","745.19","29395.75","37302.10","25185.33","10240.05","35425.38","1876.72","","{12D9086B-5E5E-0CF7-E863-73CB4255F486}"
"256105","280440","19170.21","1733.79",".00",".00","1733.79","20904.00","1298.35",".00",".00","1298.35","19605.65",".00","15247.96","4878.46","1733.79","6612.25","21860.21","956.21","1298.35","2254.56","19605.65","","{33DBD632-BA6A-0D72-E633-CF40503C3E13}"
"256107","280442","4262.65","211.00",".00",".00","211.00","4473.65","108.36",".00","4365.29","4473.65",".00",".00","4262.65",".00","211.00","211.00","4473.65",".00","4473.65","4473.65",".00","","{30AD3023-F278-702F-6725-68E9562BF837}"
"256109","280444","19605.65","12183.29",".00",".00","12183.29","31788.94","5090.27",".00",".00","5090.27","26698.67",".00","15247.96","6612.25","12183.29","18795.54","34043.50","2254.56","5090.27","7344.83","26698.67","","{EDF844ED-A374-57F7-060D-B037DF25A54A}"
"256111","280446","26698.67","6305.16","164.00",".00","6469.16","33167.83","15198.89",".00",".00","15198.89","17968.94",".00","15247.96","18795.54","6469.16","25264.70","40512.66","7344.83","15198.89","22543.72","17968.94","","{D812FEE6-788A-8E2F-122E-8719E14574EB}"
"256113","280449","329.05",".00",".00",".00",".00","329.05",".00",".00","329.05","329.05",".00",".00","319.45","10.00",".00","10.00","329.45",".40","329.05","329.45",".00","","{509810FC-20F5-656C-BD57-CA5708526414}"
"256117","280454","65.49",".00",".00",".00",".00","65.49",".00",".00",".00",".00","65.49",".00","65.49",".00",".00",".00","65.49",".00",".00",".00","65.49","","{ACBC9DB9-4DF0-F0EF-FBE9-476C119E03CF}"
"256124","280462","652.80","2275.00",".00",".00","2275.00","2927.80","2852.80","75.00",".00","2927.80",".00",".00","652.80",".00","2275.00","2275.00","2927.80",".00","2927.80","2927.80",".00","","{5806EED1-BF25-4FEC-171A-20ACB10CFF0D}"
"256129","280467","17899.71",".00",".00",".00",".00","17899.71","594.00",".00",".00","594.00","17305.71",".00","21597.71","500.00",".00","500.00","22097.71","4198.00","594.00","4792.00","17305.71","","{9BAA9D3B-381C-3D11-9CBC-74504B1903E2}"
"256130","280468","20064.80",".00",".00",".00",".00","20064.80",".00",".00",".00",".00","20064.80",".00",".00","443351.22",".00","443351.22","443351.22","423286.42",".00","423286.42","20064.80","","{1DC55B28-D8B7-1FC3-B815-0273464DD307}"
