"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"221957","240778",".00","100.00",".00",".00","100.00","100.00",".00",".00",".00",".00","100.00",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{438B4B42-5ACF-5F36-25BA-6A54CDDF2F6E}"
"229345","248958","400.00","100.00",".00","1460.39","1560.39","1960.39","1460.39",".00",".00","1460.39","500.00","1460.39",".00","400.00","1560.39","1960.39","1960.39",".00","1460.39","1460.39","500.00","","{1F00238A-B325-3D36-614F-F0C2601E97A0}"
"230495","250133","82853.80","19423.39",".00",".00","19423.39","102277.19","62603.10","29050.00",".00","91653.10","10624.09","14754.84","82853.80",".00","19423.39","19423.39","102277.19",".00","91653.10","91653.10","10624.09","","{F103C44E-6A60-536E-B50C-11FD80E06C51}"
"231402","251351","9441.42","12795.99",".00",".00","12795.99","22237.41","7886.82",".00",".00","7886.82","14350.59",".00",".00","12084.71","12795.99","24880.70","24880.70","2643.29","7886.82","10530.11","14350.59","","{D74915BA-A8CD-9CA9-D06C-9D9C58341ADA}"
"231404","251353","378.84","5577.76",".00",".00","5577.76","5956.60","3794.30",".00",".00","3794.30","2162.30",".00",".00","4949.84","5577.76","10527.60","10527.60","4571.00","3794.30","8365.30","2162.30","","{EEA7B17A-8D1C-3553-6FF0-486D7940D3D0}"
"231405","251354","100.00",".00",".00",".00",".00","100.00",".00",".00",".00",".00","100.00","100.00",".00","100.00",".00","100.00","100.00",".00",".00",".00","100.00","","{932D9695-5529-B2FC-4CDD-273461561A9B}"
"231406","251355","106.15",".00",".00","500.00","500.00","606.15","596.85",".00",".00","596.85","9.30","500.00","106.15","5339.00","500.00","5839.00","5945.15","5339.00","596.85","5935.85","9.30","","{0B383A36-AA70-97FA-7F7F-C4D9E7672339}"
"231407","251356",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{64D1F2E8-BF89-C217-5243-11482ED5BBAB}"
"231409","251358","151.86",".00",".00",".00",".00","151.86",".00",".00",".00",".00","151.86",".00","151.86",".00",".00",".00","151.86",".00",".00",".00","151.86","","{4F62E096-AE53-DD46-A9D0-C75EB8700D2C}"
"231412","251361",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7A01AD4D-3111-9348-93A4-1BF65EA01576}"
"231413","251362","10556.96","16043.99",".00",".00","16043.99","26600.95","11849.81",".00",".00","11849.81","14751.14","4000.00",".00","15160.00","16043.99","31203.99","31203.99","4603.04","11849.81","16452.85","14751.14","","{FBC90EBD-3C2F-162C-06EF-EB25C1C67FEE}"
"231421","251375","990.20","11235.00",".00","319.98","11554.98","12545.18","10900.57","75.00",".00","10975.57","1569.61","1104.04",".00","2023.06","11554.98","13578.04","13578.04","1032.86","10975.57","12008.43","1569.61","","{7DA1AF77-56B1-634C-6E34-F354DD616007}"
"231422","251377","1705.00","4719.99",".00",".00","4719.99","6424.99","3581.11",".00",".00","3581.11","2843.88",".00",".00","1705.00","4719.99","6424.99","6424.99",".00","3581.11","3581.11","2843.88","","{26A97CA9-0B2D-603F-8EBC-24CF71D316E7}"
"231425","251380","42819.97","40620.00",".00",".00","40620.00","83439.97","11623.57",".00",".00","11623.57","71816.40",".00","28367.42","44660.00","40620.00","85280.00","113647.42","30207.45","11623.57","41831.02","71816.40","","{52ED2DC8-1EFE-D7D6-8A8D-B6D8989CEC32}"
"231426","251381","1531.37",".00",".00",".00",".00","1531.37","1531.37",".00",".00","1531.37",".00",".00","3271.37","3000.00",".00","3000.00","6271.37","4740.00","1531.37","6271.37",".00","","{1E3ECD6E-F3BA-EDFD-84DB-7834F406179A}"
"231432","251387","1000.00",".00",".00",".00",".00","1000.00","882.93",".00",".00","882.93","117.07",".00","1000.00",".00",".00",".00","1000.00",".00","882.93","882.93","117.07","","{1858A120-E013-D02A-1A25-DAC9DB077D00}"
"231434","251389",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","8777.62",".00","500.00",".00","500.00","500.00","500.00",".00","500.00",".00","","{D056B9DE-AD87-8424-C8CE-BD934549C501}"
"231436","251391","32556.67","150.00",".00",".00","150.00","32706.67","188.60",".00",".00","188.60","32518.07",".00","14971.00","18627.99","150.00","18777.99","33748.99","1042.32","188.60","1230.92","32518.07","","{6966234A-B906-1ADA-4D55-BFEC3D4D5704}"
"231437","251392","5.00",".00",".00",".00",".00","5.00",".00",".00",".00",".00","5.00","5.00","5.00",".00",".00",".00","5.00",".00",".00",".00","5.00","","{3A391F91-D1FB-BF39-3768-7176E94FEFAD}"
"231438","251393","147.90","7133.00",".00",".00","7133.00","7280.90","3604.53",".00",".00","3604.53","3676.37",".00",".00","155.00","7133.00","7288.00","7288.00","7.10","3604.53","3611.63","3676.37","","{8B567D54-E876-2000-DF61-BEB9441C63D9}"
"231439","251394","31.20",".00",".00",".00",".00","31.20",".00",".00",".00",".00","31.20",".00","31.20",".00",".00",".00","31.20",".00",".00",".00","31.20","","{2149A157-B5D5-167E-E06B-7C72549C8490}"
"231445","251401",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4D7BD82D-8A2B-AF71-7581-2DABEA760A89}"
"231447","251406","234.97","902.80",".00","1500.00","2402.80","2637.77","1842.65",".00",".00","1842.65","795.12","1500.00",".00","250.00","2402.80","2652.80","2652.80","15.03","1842.65","1857.68","795.12","","{616FD443-0469-BF81-EF9E-542309B644F6}"
