"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"252299","276303","15700.12","2610.00",".00",".00","2610.00","18310.12","3435.73",".00",".00","3435.73","14874.39",".00","5062.87","34650.18","2610.00","37260.18","42323.05","24012.93","3435.73","27448.66","14874.39","","{D6D34D1B-BEC8-9311-408B-FD5D43AA5F27}"
"255012","279261","9594.47",".00",".00",".00",".00","9594.47","218.05",".00",".00","218.05","9376.42",".00",".00","10000.00",".00","10000.00","10000.00","405.53","218.05","623.58","9376.42","","{8C630638-1840-0B6D-A7FE-E7BCB02AEFCA}"
"256270","280611","12974.16",".00",".00",".00",".00","12974.16","594.00",".00",".00","594.00","12380.16",".00","17172.16","500.00",".00","500.00","17672.16","4698.00","594.00","5292.00","12380.16","","{9BAA9D3B-381C-3D11-9CBC-74504B1903E2}"
"286963","315344","7678.71","83.00",".00",".00","83.00","7761.71","78.00",".00",".00","78.00","7683.71",".00","7678.71",".00","83.00","83.00","7761.71",".00","78.00","78.00","7683.71","","{6CAC9F11-7DAD-3529-0003-B0E36FC36FF3}"
"291333","320013",".00","200.00",".00",".00","200.00","200.00","168.00",".00",".00","168.00","32.00",".00",".00",".00","200.00","200.00","200.00",".00","168.00","168.00","32.00","","{877FDE90-52E2-2FFD-5FE0-06A154F64BC2}"
"292833","321659","26289.86","13903.94",".00",".00","13903.94","40193.80","18048.21",".00",".00","18048.21","22145.59","4676.93",".00","53842.19","13903.94","67746.13","67746.13","27552.33","18048.21","45600.54","22145.59","","{4F526EBC-F8BE-BAD0-B3C4-7CE755D01648}"
"293551","322646","5614.37","1910.00","1025.00",".00","2935.00","8549.37","2223.32",".00",".00","2223.32","6326.05",".00",".00","1309786.34","2935.00","1312721.34","1312721.34","1304171.97","2223.32","1306395.29","6326.05","","{79DCE69D-6468-6BE2-C257-33BA611EA184}"
"293585","322697","17010.55","22995.56",".00",".00","22995.56","40006.11","12084.96",".00",".00","12084.96","27921.15",".00","17010.55",".00","22995.56","22995.56","40006.11",".00","12084.96","12084.96","27921.15","","{BF68DE5A-86C3-FEA3-8F42-22F6FEEDA3EB}"
"294823","324024",".00","580.00",".00","1000.00","1580.00","1580.00","6.10",".00",".00","6.10","1573.90","1000.00",".00",".00","1580.00","1580.00","1580.00",".00","6.10","6.10","1573.90","","{403884AA-FF1D-22C6-7A84-4E3904E21829}"
"294839","324040",".00","442.24",".00",".00","442.24","442.24","442.24",".00",".00","442.24",".00",".00",".00",".00","442.24","442.24","442.24",".00","442.24","442.24",".00","","{7B90EE48-8C29-262C-2532-CD9569946CD0}"
"294854","324060","5597.21",".00",".00",".00",".00","5597.21","5597.21",".00",".00","5597.21",".00",".00",".00","87944.65",".00","87944.65","87944.65","82347.44","5597.21","87944.65",".00","","{F49C3C57-AF90-CBA8-DB8E-CD2E6445DC53}"
