"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"180546","196602","1253.62","439.96",".00",".00","439.96","1693.58","439.96",".00",".00","439.96","1253.62","1000.00",".00","4033.24","439.96","4473.20","4473.20","2779.62","439.96","3219.58","1253.62","","{8F13D5D6-0458-9E99-6572-35B8E8079E9E}"
"192964","209113","1655.14","200.00",".00",".00","200.00","1855.14","1435.00",".00",".00","1435.00","420.14",".00","295.01","12297.28","200.00","12497.28","12792.29","10937.15","1435.00","12372.15","420.14","","{68589519-15E4-AD77-6928-69D4C969D95F}"
"192965","209114","125.00",".00",".00",".00",".00","125.00",".00",".00",".00",".00","125.00",".00",".00","125.00",".00","125.00","125.00",".00",".00",".00","125.00","","{8EC5F64E-6C95-9CDC-345A-AF49D2AFAC2D}"
"192971","209120","2698.56","1750.00",".00",".00","1750.00","4448.56","3092.61",".00",".00","3092.61","1355.95",".00",".00","7589.00","1750.00","9339.00","9339.00","4890.44","3092.61","7983.05","1355.95","","{649F4C06-4687-47FA-ACE2-411C7A61EC2D}"
"192972","209121","669.35",".00",".00",".00",".00","669.35",".00",".00",".00",".00","669.35",".00","669.35",".00",".00",".00","669.35",".00",".00",".00","669.35","","{130798D4-7521-829F-8C03-F7C8F6D2E523}"
"192973","209122","203.73",".00",".00",".00",".00","203.73",".00",".00",".00",".00","203.73",".00","312.50","14279.00",".00","14279.00","14591.50","14387.77",".00","14387.77","203.73","","{067E70FF-0EB4-D338-C70F-A42AC894F299}"
"192974","209123","507.62","75.00",".00",".00","75.00","582.62","380.46",".00",".00","380.46","202.16","250.00",".00","17874.00","75.00","17949.00","17949.00","17366.38","380.46","17746.84","202.16","","{EC21CA66-5D51-6F43-8E54-FAA52497C4E5}"
"192975","209127","614.03","1920.34",".00",".00","1920.34","2534.37","1757.30",".00",".00","1757.30","777.07",".00",".00","614.03","1920.34","2534.37","2534.37",".00","1757.30","1757.30","777.07","","{A9858CA9-8ACC-1AB6-D683-FC35A59A9FB9}"
"192976","209128","777.07","6348.35",".00","1090.00","7438.35","8215.42","5473.52",".00",".00","5473.52","2741.90","1090.00",".00","2534.37","7438.35","9972.72","9972.72","1757.30","5473.52","7230.82","2741.90","","{0F886882-CD26-E96E-BEBC-C97E789C09B2}"
"192977","209129","2741.90","1430.00",".00",".00","1430.00","4171.90","973.31",".00",".00","973.31","3198.59","1090.00",".00","9972.72","1430.00","11402.72","11402.72","7230.82","973.31","8204.13","3198.59","","{50B3408C-3EA1-310F-EAD2-1E8C7C18C60D}"
"192984","209136","14063.44","11002.00",".00",".00","11002.00","25065.44","11828.92",".00",".00","11828.92","13236.52",".00",".00","34651.00","11002.00","45653.00","45653.00","20587.56","11828.92","32416.48","13236.52","","{6257DF1D-9CFF-C130-E82F-6B607DD87CE7}"
"192985","209137",".00","9635.00",".00",".00","9635.00","9635.00","1201.46",".00",".00","1201.46","8433.54",".00",".00",".00","9635.00","9635.00","9635.00",".00","1201.46","1201.46","8433.54","","{8AAE7ABE-B5A5-C523-1970-E3A9539D08B3}"
"192986","209138","8433.54","24726.00",".00",".00","24726.00","33159.54","19641.10",".00",".00","19641.10","13518.44",".00",".00","9635.00","24726.00","34361.00","34361.00","1201.46","19641.10","20842.56","13518.44","","{EF3CAFD0-402E-1071-77F9-B66B1E9F4694}"
"192987","209139","13518.44","11002.00",".00",".00","11002.00","24520.44","11828.92",".00",".00","11828.92","12691.52",".00",".00","34361.00","11002.00","45363.00","45363.00","20842.56","11828.92","32671.48","12691.52","","{6257DF1D-9CFF-C130-E82F-6B607DD87CE7}"
"192988","209140","12691.52","10649.00",".00","2000.00","12649.00","25340.52","19796.10",".00",".00","19796.10","5544.42","2000.00",".00","45363.00","12649.00","58012.00","58012.00","32671.48","19796.10","52467.58","5544.42","","{7767561E-4BDF-CFC6-D25A-18BE69395FB3}"
"192989","209141","5544.42","4564.00","40.00",".00","4604.00","10148.42","6576.38","2000.00",".00","8576.38","1572.04",".00",".00","58012.00","4604.00","62616.00","62616.00","52467.58","8576.38","61043.96","1572.04","","{02F732C7-15D3-BE5A-DD57-CC027F59310D}"
"192994","209146","386.83",".00",".02",".00",".02","386.85",".00",".00","386.85","386.85",".00",".00","286.71","100.12",".02","100.14","386.85",".00","386.85","386.85",".00","","{C75B42A6-2C6D-3757-0495-01C45FD7967E}"
