"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"104072","116198","21","11550.00","0",".00","7","535.00","0",".00","28","12085.00",".00",".00",".00","2593.77","2593.77","17550.51",".00","17550.51",".00","17550.51","","{E68D549D-6D9A-1313-67C6-2527494C8609}"
"192906","214918","2","1150.00","1","116.62","1","100.00","0",".00","4","1366.62",".00","116.62",".00","962.34","1078.96","1000.00",".00","1000.00",".00","1000.00","","{EE4AE135-B9B1-93F5-5B41-04F8D31BD78C}"
"194810","216896","28","57750.00","0",".00","2","30.00","0",".00","30","57780.00",".00",".00",".00","39564.36","39564.36",".00",".00",".00",".00",".00","","{51960BB1-F96F-6A4B-1031-7F0DCF71D179}"
"202398","225067","21","7650.00","2","368.05","53","3583.00","4","176.33","80","11777.38",".57","368.05","176.33","7577.97","8122.35",".00",".00",".00",".00",".00","","{323B8802-6F07-043F-A92D-4F8C964D85AE}"
"202833","225667","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","123.47","123.47","58.00",".00","58.00","58.00",".00","","{B8EF5B3B-708D-CF3E-D5CC-EEEE945FA434}"
"202973","225851","0",".00","3","28250.00","0",".00","0",".00","3","28250.00",".00","28250.00",".00","88529.12","116779.12",".00",".00",".00",".00",".00","","{E39C4519-B343-FDEA-8872-36AA4B9165F6}"
"202998","225878","44","2626.00","1","20967.50","26","767.03","0",".00","71","24360.53",".00","20967.50",".00","31910.47","52877.97",".00",".00",".00",".00",".00","","{0F0E26B0-1AC1-C0CF-FAF5-745B65CBB460}"
"203331","226309","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","200.00",".00","200.00",".00","200.00","","{0EF5667F-D92F-F040-D86C-637DC9E58B34}"
"203333","226311","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","4000.00",".00","4000.00",".00","4000.00","","{45D1A02C-8F29-78C1-0B47-AA6CF90F033B}"
"203335","226313","3","1250.00","0",".00","1",".05","0",".00","4","1250.05",".00",".00",".00","291.00","291.00",".00",".00",".00",".00",".00","","{72492692-48D4-6BA4-4C31-E6647BD2B529}"
"203337","226315","0",".00","1","885.00","0",".00","0",".00","1","885.00",".00","885.00",".00","25.00","910.00",".00","150.00","150.00",".00","150.00","","{577A55CC-2FDF-7E58-4BEB-C6F1AD00AB88}"
"203338","226316","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D2062153-3B06-45F3-655E-F424974F6C49}"
"203339","226317","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1006.00","1006.00",".00",".00",".00",".00",".00","","{E252C597-C4EB-AD0E-8A96-DD063CD5088C}"
"203342","226320","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","52700.00",".00","52700.00",".00","52700.00","","{9352D0A7-22A8-2560-4FD6-692BB4B4A5C2}"
"203343","226321","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","50.00","50.00",".00",".00",".00",".00",".00","","{957C40BC-2BB4-667A-2570-32451412F569}"
"203347","226325","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","6451.48",".00","6451.48",".00","6451.48","","{0DFBEAFE-1F67-1433-FB5A-438310017825}"
"203349","226327","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","16500.00",".00","16500.00",".00","16500.00","","{AE50FA31-0B5A-4261-C7BE-2860B3686B76}"
"203350","226328","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{00E78413-0DF0-39F3-BD44-B8B67F2DA11E}"
"203351","226331","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5770E564-2F27-7DCA-C647-B692C6FE5445}"
"203352","226332","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5770E564-2F27-7DCA-C647-B692C6FE5445}"
"203353","226333","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4EB73FB0-D5BA-1A57-EB8E-611D358FCAE3}"
"203358","226338","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8623CA5C-E9BA-3C4D-CF20-6A0934A3F79A}"
