"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"270601","295852",".00","5200.00",".00",".00","5200.00","5200.00","309.00",".00",".00","309.00","4891.00",".00",".00",".00","5200.00","5200.00","5200.00",".00","309.00","309.00","4891.00","","{BCF1B6FC-7BD2-2FD3-D323-FFBE1106B0C7}"
"271532","296929","494.14","145.00",".00",".00","145.00","639.14","429.23",".00",".00","429.23","209.91",".00",".00","6234.09","145.00","6379.09","6379.09","5739.95","429.23","6169.18","209.91","","{5B03BF91-C748-02B9-6799-5F8F941180FB}"
"271534","296931","6868.89","3566.14",".00",".00","3566.14","10435.03","2323.05",".00",".00","2323.05","8111.98",".00",".00","19487.42","3566.14","23053.56","23053.56","12618.53","2323.05","14941.58","8111.98","","{EEB69E59-3821-2DE8-98EF-B4A20EF6CD33}"
"271538","296935","48.94","1330.00",".00",".00","1330.00","1378.94","317.89",".00",".00","317.89","1061.05",".00",".00","1950.00","1330.00","3280.00","3280.00","1901.06","317.89","2218.95","1061.05","","{8447CFBD-EB86-2DA1-B9EB-549B0280C11B}"
"271540","296937","16.21",".00",".00",".00",".00","16.21",".00",".00",".00",".00","16.21",".00",".00","16.21",".00","16.21","16.21",".00",".00",".00","16.21","","{E8B8892D-8D82-0938-21E5-34DE16502127}"
"271544","296941","4691.44","1055.00",".00",".00","1055.00","5746.44","291.68",".00",".00","291.68","5454.76",".00","4451.60","510.00","1055.00","1565.00","6016.60","270.16","291.68","561.84","5454.76","","{75AD1B4F-D302-4EAF-CA53-A1F5A3FBA26C}"
"271545","296942","1001.23","25.00",".00","296.08","321.08","1322.31","574.29",".00",".00","574.29","748.02","6809.74","1324.85","2810.50","321.08","3131.58","4456.43","3134.12","574.29","3708.41","748.02","","{7D1A4997-4F76-DA36-360B-43989834E8DD}"
"271546","296943","2598.28","2128.66",".00",".00","2128.66","4726.94","1388.54",".00",".00","1388.54","3338.40",".00",".00","6390.10","2128.66","8518.76","8518.76","3791.82","1388.54","5180.36","3338.40","","{58DA531E-4509-BFA0-527E-D54EBACEDD2B}"
"271547","296944","9963.24","7198.13",".00",".00","7198.13","17161.37","13468.94",".00",".00","13468.94","3692.43",".00",".00","19278.00","7198.13","26476.13","26476.13","9314.76","13468.94","22783.70","3692.43","","{EB166A66-5C92-5DDD-C763-6E2396628D2B}"
"271548","296945","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{50900673-79B5-7FFB-4349-9A0E04A7008A}"
"271549","296946","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{50900673-79B5-7FFB-4349-9A0E04A7008A}"
"271550","296948","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{F63AEB38-29C3-0908-99B7-F8C4780A69A8}"
"271552","296949","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{F63AEB38-29C3-0908-99B7-F8C4780A69A8}"
"271553","296950","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{F63AEB38-29C3-0908-99B7-F8C4780A69A8}"
"271554","296951","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{F63AEB38-29C3-0908-99B7-F8C4780A69A8}"
"271555","296952","186.66",".00",".00",".00",".00","186.66",".00",".00",".00",".00","186.66",".00","186.66",".00",".00",".00","186.66",".00",".00",".00","186.66","","{7A1D4D6E-3D92-8FCF-86CE-D664CEA785B0}"
"271558","296955","17091.20","12028.49",".00",".00","12028.49","29119.69","24955.77",".00",".00","24955.77","4163.92",".00",".00","27394.21","12028.49","39422.70","39422.70","10303.01","24955.77","35258.78","4163.92","","{64BCD7A9-24AD-3B36-0C19-561974B319ED}"
"271559","296956","551.00",".00",".00",".00",".00","551.00",".00",".00",".00",".00","551.00",".00","550.00","1.00",".00","1.00","551.00",".00",".00",".00","551.00","","{8ECCBCFE-29B2-D3F0-1B2C-73078FFBFB8F}"
"271564","296961","7450.50",".00",".00",".00",".00","7450.50",".00",".00",".00",".00","7450.50",".00","7450.50",".00",".00",".00","7450.50",".00",".00",".00","7450.50","","{2B5190CE-B078-80D8-898C-04236F17C34E}"
"271569","296967",".00","3161.00",".00","1370.38","4531.38","4531.38","1460.58",".00",".00","1460.58","3070.80","1370.38",".00",".00","4531.38","4531.38","4531.38",".00","1460.58","1460.58","3070.80","","{93EFD833-116A-A15C-98D3-38605076D134}"
"271570","296968","3070.80","2886.00",".00",".00","2886.00","5956.80","1878.88",".00",".00","1878.88","4077.92","1370.38",".00","4531.38","2886.00","7417.38","7417.38","1460.58","1878.88","3339.46","4077.92","","{BF3E73FC-D320-2944-E8EF-3F41696A61B7}"
"271571","296969","4077.92","1260.00",".00","814.00","2074.00","6151.92","1692.15",".00",".00","1692.15","4459.77","2184.38",".00","7417.38","2074.00","9491.38","9491.38","3339.46","1692.15","5031.61","4459.77","","{E10F2C56-A06C-4BDA-8416-0E25EA0782EB}"
"271572","296970","4459.77","12900.00",".00",".00","12900.00","17359.77","11764.79",".00",".00","11764.79","5594.98","2184.38",".00","9491.38","12900.00","22391.38","22391.38","5031.61","11764.79","16796.40","5594.98","","{A732F617-8B3C-5AE0-782B-059188187808}"
"271575","296966","32106.22","100.00",".00",".00","100.00","32206.22","750.00",".00",".00","750.00","31456.22",".00","23856.22","23500.00","100.00","23600.00","47456.22","15250.00","750.00","16000.00","31456.22","","{013DDCDD-6AA0-5295-2000-D38E1FD55B6D}"
"271578","296975","1701.60","375.00",".00",".00","375.00","2076.60","329.00",".00",".00","329.00","1747.60",".00","1291.60","535.00","375.00","910.00","2201.60","125.00","329.00","454.00","1747.60","","{7AC0A258-03F9-54ED-74C0-FB81762EB8F7}"
"271581","296978","12907.55","10913.13",".00",".00","10913.13","23820.68","3354.74",".00",".00","3354.74","20465.94",".00","6862.39","13686.00","10913.13","24599.13","31461.52","7640.84","3354.74","10995.58","20465.94","","{F4D1E0FC-58AA-EE11-BE36-019D30952A6B}"
"271582","296979","1100.30","249.00",".00",".00","249.00","1349.30","999.35",".00",".00","999.35","349.95",".00",".00","5341.95","249.00","5590.95","5590.95","4241.65","999.35","5241.00","349.95","","{C3929605-716C-B035-CC45-1CC320458CFC}"
"271583","296980","500.00","300.00",".00",".00","300.00","800.00",".00",".00",".00",".00","800.00","500.00",".00","500.00","300.00","800.00","800.00",".00",".00",".00","800.00","","{AE4501F8-EF3C-DF42-FBE8-C5749B70F1B4}"
"271586","296983","22246.12","3183.00",".00",".00","3183.00","25429.12","1771.85",".00",".00","1771.85","23657.27",".00","22246.12",".00","3183.00","3183.00","25429.12",".00","1771.85","1771.85","23657.27","","{E9D6A691-C6C6-9751-642D-0330A88463B6}"
"271588","296985","581.42","1.00",".00",".00","1.00","582.42",".04",".00",".00",".04","582.38",".00","8987.20","600.00","1.00","601.00","9588.20","9005.78",".04","9005.82","582.38","","{4A2C90A7-FB5A-3D83-40B8-592A4F5D7FBD}"
"271589","296986","6497.46","2880.76",".00",".00","2880.76","9378.22","1539.29","288.00",".00","1827.29","7550.93",".00",".00","8363.00","2880.76","11243.76","11243.76","1865.54","1827.29","3692.83","7550.93","","{98B6AB74-0813-A6F1-8D02-508A8C274539}"
"271590","296987","3357.48","3954.18",".00",".00","3954.18","7311.66","4498.19",".00",".00","4498.19","2813.47",".00",".00","14810.50","3954.18","18764.68","18764.68","11453.02","4498.19","15951.21","2813.47","","{A4A8251E-89DC-0415-599B-A9ACF8A04247}"
"271591","296988","35200.62","66487.76",".00",".00","66487.76","101688.38","31779.23",".00",".00","31779.23","69909.15",".00","40704.21","7667.16","66487.76","74154.92","114859.13","13170.75","31779.23","44949.98","69909.15","","{4B954F17-A877-4743-EA18-B1C4C0A74D94}"
"271595","296992",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8EF97C30-5320-61F2-E06D-D36C55F58EB9}"
"271596","296993","6394.97",".86",".00",".00",".86","6395.83",".00",".00",".00",".00","6395.83",".00","6243.28","151.69",".86","152.55","6395.83",".00",".00",".00","6395.83","","{3C289867-09CD-AA71-0C91-C300282B8613}"
"271597","296996","1213.97","3323.14",".00",".00","3323.14","4537.11","2397.28",".00",".00","2397.28","2139.83",".00",".00","14817.98","3323.14","18141.12","18141.12","13604.01","2397.28","16001.29","2139.83","","{781AC09D-55EA-4F9B-9AB4-B061FEAB57FB}"
"271600","296999","134.00",".00",".00",".00",".00","134.00",".00",".00",".00",".00","134.00",".00",".00","1000.00",".00","1000.00","1000.00","866.00",".00","866.00","134.00","","{3D32088E-36EB-A4BD-BFAE-577F275C2C37}"
"271602","297001","16601.99","4905.96","300.00",".00","5205.96","21807.95","7631.18",".00",".00","7631.18","14176.77",".00","17968.94","2581.98","5205.96","7787.94","25756.88","3948.93","7631.18","11580.11","14176.77","","{514A51DF-6044-AB7A-68B7-5A5092EFE35E}"
"271609","297008","1187.01",".00",".00",".00",".00","1187.01",".00",".00",".00",".00","1187.01",".00","5178.17",".00",".00",".00","5178.17","3991.16",".00","3991.16","1187.01","","{BF8F6963-0810-2493-A606-300D635484AA}"
"271611","297010","1.62",".00",".00",".00",".00","1.62",".00",".00",".00",".00","1.62","812.00",".00","1515.00",".00","1515.00","1515.00","1513.38",".00","1513.38","1.62","","{1B0E3B39-B20F-9104-9246-648CD3AEDE97}"
"271612","297011","91179.98","800.00",".00",".00","800.00","91979.98","6258.71",".00",".00","6258.71","85721.27",".00","53331.92","50319.52","800.00","51119.52","104451.44","12471.46","6258.71","18730.17","85721.27","","{C2CF0FD8-32FB-9A5C-614F-61CC5358E995}"
"271614","297021","105.00","353.95",".00",".00","353.95","458.95","53.95",".00",".00","53.95","405.00",".00",".00","105.00","353.95","458.95","458.95",".00","53.95","53.95","405.00","","{593C4D7D-F5B6-002C-65CF-1CBEE176C9B9}"
"271617","297025","5.24","599.22",".00",".00","599.22","604.46","599.22",".00",".00","599.22","5.24",".00",".00","20.00","599.22","619.22","619.22","14.76","599.22","613.98","5.24","","{068997AD-16D1-AB1F-ECDD-344C5B2BF307}"
"271618","297026","10168.14","1075.96",".00",".00","1075.96","11244.10","1500.00",".00",".00","1500.00","9744.10",".00","6532.94","3635.20","1075.96","4711.16","11244.10",".00","1500.00","1500.00","9744.10","","{306CF4A7-2DE4-98EF-2E92-C207C30B0722}"
"271619","297027","4083.66","535.00",".00",".00","535.00","4618.66","1499.74",".00",".00","1499.74","3118.92",".00","4439.97","1145.30","535.00","1680.30","6120.27","1501.61","1499.74","3001.35","3118.92","","{E487EBB8-26CD-2C5A-FB36-D95A6914295C}"
"271622","297030","314.80",".00",".00",".00",".00","314.80",".00",".00",".00",".00","314.80",".00","314.80",".00",".00",".00","314.80",".00",".00",".00","314.80","","{0A8B6D5A-5761-6E4F-A2A7-383053FD97C1}"
"271623","297031","788.84","390.00",".00",".00","390.00","1178.84","818.18",".00",".00","818.18","360.66",".00",".00","12099.09","390.00","12489.09","12489.09","11310.25","818.18","12128.43","360.66","","{A2CAD9D6-0774-9E5B-145F-5491D2CD7528}"
