"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"221592","240298","14855.75","30554.15","100.00",".00","30654.15","45509.90","36356.58",".00",".00","36356.58","9153.32","4707.85",".00","47012.85","30654.15","77667.00","77667.00","32157.10","36356.58","68513.68","9153.32","","{5DA3CD29-CA61-1632-5D6C-33F73D3EFD82}"
"221667","240429",".00","30310.00",".00",".00","30310.00","30310.00","3166.47",".00",".00","3166.47","27143.53",".00",".00",".00","30310.00","30310.00","30310.00",".00","3166.47","3166.47","27143.53","","{DC41A981-AD36-AC66-EAAE-8D90FC56FE7A}"
"221746","240525",".00","25.00",".00","3000.00","3025.00","3025.00",".00",".00",".00",".00","3025.00","3000.00",".00",".00","3025.00","3025.00","3025.00",".00",".00",".00","3025.00","","{3BDFD08C-0C84-4210-DD68-5FE736D29717}"
"221900","240708","33538.45","57565.54",".00",".00","57565.54","91103.99","20601.24",".00",".00","20601.24","70502.75",".00",".00","42432.67","57565.54","99998.21","99998.21","8894.22","20601.24","29495.46","70502.75","","{68967429-A03D-4609-C514-364B7973257B}"
"221935","240750",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D34D3C0D-EA86-FA1F-3486-F31A96C59BE1}"
"221984","240807","4190.70","7700.00",".00",".00","7700.00","11890.70","11890.70",".00",".00","11890.70",".00","3667.75",".00","4271.50","7700.00","11971.50","11971.50","80.80","11890.70","11971.50",".00","","{1F1351E6-9178-561E-3A23-6DB5CD693156}"
"222021","240850","99344.97","18445.00","352.80",".00","18797.80","118142.77","21819.25",".00",".00","21819.25","96323.52",".00","61656.02","70685.00","18797.80","89482.80","151138.82","32996.05","21819.25","54815.30","96323.52","","{959808CE-4BF6-1CBE-985C-733E1721EB26}"
"223088","241920","4093.07","2803.00",".00",".00","2803.00","6896.07",".00",".00",".00",".00","6896.07","400.00",".00","5036.37","2803.00","7839.37","7839.37","943.30",".00","943.30","6896.07","","{774CB6A9-8D02-9DF0-5F03-D67AAF650CFB}"
"223134","241976","9734.01","21195.00",".00","5000.00","26195.00","35929.01","24313.56",".00",".00","24313.56","11615.45","9000.00",".00","10205.00","26195.00","36400.00","36400.00","470.99","24313.56","24784.55","11615.45","","{FBD688F7-2AD3-26BD-5ED4-4CD14172EB04}"
"223152","241998","5903.01","5159.82",".00",".00","5159.82","11062.83","5425.47",".00",".00","5425.47","5637.36",".00",".00","8660.00","5159.82","13819.82","13819.82","2756.99","5425.47","8182.46","5637.36","","{5306D4A4-C4D4-2E08-BB93-C08F62DB8F1E}"
"223223","242073","3571.34","2945.21",".00",".00","2945.21","6516.55","2548.37",".00",".00","2548.37","3968.18",".00",".00","3571.34","2945.21","6516.55","6516.55",".00","2548.37","2548.37","3968.18","","{0FF28393-5832-7E42-0FDB-F8915FEEC709}"
"223227","242079","24935.97","37600.00",".00",".00","37600.00","62535.97","24.46",".00",".00","24.46","62511.51",".00","3837.83","28295.00","37600.00","65895.00","69732.83","7196.86","24.46","7221.32","62511.51","","{DCA0B095-0F0D-24FC-F5C9-01118A84831F}"
"223274","242128",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{04BCF110-4124-8909-5BDD-16D9AF88ED94}"
"223346","242200","4427.96","2490.00",".00",".00","2490.00","6917.96","379.86",".00",".00","379.86","6538.10",".00",".00","4551.90","2490.00","7041.90","7041.90","123.94","379.86","503.80","6538.10","","{049F9889-F347-1653-1378-89199FF781B4}"
"223449","242324","338.50","250.20",".00",".00","250.20","588.70","452.80",".00",".00","452.80","135.90",".00",".00","2134.16","250.20","2384.36","2384.36","1795.66","452.80","2248.46","135.90","","{0020FEAF-5EDB-DA4D-434D-A8B2459EEF87}"
"223457","242333","32065.03","20750.00",".00","8348.60","29098.60","61163.63","37088.80",".00",".00","37088.80","24074.83","9922.16",".00","40578.56","29098.60","69677.16","69677.16","8513.53","37088.80","45602.33","24074.83","","{1BCF4777-1DCA-0E83-C056-F255BCE03CF9}"
"223474","242350","20689.46","4040.00",".00",".00","4040.00","24729.46","12732.33",".00",".00","12732.33","11997.13",".00","225.00","99832.00","4040.00","103872.00","104097.00","79367.54","12732.33","92099.87","11997.13","","{10E6739E-14AA-7D48-75EC-EDD05174F38D}"
"223476","242352",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{AEC35175-C7A7-90D4-1C99-677042127277}"
"223486","242363","8163.17",".00",".00",".00",".00","8163.17",".00",".00",".00",".00","8163.17",".00","8163.17",".00",".00",".00","8163.17",".00",".00",".00","8163.17","","{A6113CC7-B9EC-D7C3-53B5-3D5FE06DE378}"
"223493","242371","2218.01",".00",".00",".00",".00","2218.01","520.95",".00",".00","520.95","1697.06",".00",".00","13291.07",".00","13291.07","13291.07","11073.06","520.95","11594.01","1697.06","","{7DA0A37D-CB54-15EC-6D9F-5B59BA676CE1}"
"223513","242393","11701.97","100.00","100.00",".00","200.00","11901.97","1865.95",".00",".00","1865.95","10036.02",".00",".00","29988.50","200.00","30188.50","30188.50","18286.53","1865.95","20152.48","10036.02","","{EC402364-D137-88AE-161C-E864C804DFAB}"
"223526","242406","212.78","2150.00",".00",".00","2150.00","2362.78","1183.42",".00",".00","1183.42","1179.36",".00",".00","560.00","2150.00","2710.00","2710.00","347.22","1183.42","1530.64","1179.36","","{91E5FE41-9F8D-76B4-3716-198FAAD009D9}"
"223527","242407","2584.38","963.72",".00",".00","963.72","3548.10","991.67",".00",".00","991.67","2556.43","4000.00",".00","6391.20","963.72","7354.92","7354.92","3806.82","991.67","4798.49","2556.43","","{903D5913-5D01-4165-5613-DF4A013E9698}"
"223576","242476","2112.34","4975.00",".00",".00","4975.00","7087.34","5925.14",".00",".00","5925.14","1162.20",".00",".00","16385.00","4975.00","21360.00","21360.00","14272.66","5925.14","20197.80","1162.20","","{57E7CB64-0557-FC7B-428B-DC5FB0954FD8}"
"223590","242493",".00","5200.00",".00","5000.00","10200.00","10200.00","1671.30",".00",".00","1671.30","8528.70","5000.00",".00",".00","10200.00","10200.00","10200.00",".00","1671.30","1671.30","8528.70","","{A607DD85-A25C-6FD9-13CD-13993EFE272B}"
"223637","242548","11336.10","12833.29",".00","6000.00","18833.29","30169.39","13953.52",".00",".00","13953.52","16215.87","6000.00",".00","41975.40","18833.29","60808.69","60808.69","30639.30","13953.52","44592.82","16215.87","","{D20238B8-62AC-15B3-DB01-B2EB61FD508D}"
"223638","242549","2937.63","3800.00","87.40",".00","3887.40","6825.03","679.88",".00",".00","679.88","6145.15",".00","35985.60","45574.77","3887.40","49462.17","85447.77","78622.74","679.88","79302.62","6145.15","","{382F74C6-FBA8-9C5B-B123-642F2A17EF0F}"
"223641","242552","59723.03","4250.00",".00",".00","4250.00","63973.03","2159.00",".00",".00","2159.00","61814.03",".00",".00","178233.87","4250.00","182483.87","182483.87","118510.84","2159.00","120669.84","61814.03","","{AC374DD6-9B93-3B3F-1668-30C0133D1DA9}"
"223642","242553","2907.73",".00",".00",".00",".00","2907.73",".00",".00",".00",".00","2907.73","5000.00","3390.73",".00",".00",".00","3390.73","483.00",".00","483.00","2907.73","","{1F9EE5E2-BC54-B04A-62DC-7DBD9092B024}"
"223647","242557","88896.95","31574.24",".00",".00","31574.24","120471.19","64781.02",".00",".00","64781.02","55690.17",".00",".00","138702.40","31574.24","170276.64","170276.64","49805.45","64781.02","114586.47","55690.17","","{AE6DF0C9-919E-2D99-FA6E-668760A5CBB5}"
"223648","242558","42132.64","79630.71",".00",".00","79630.71","121763.35","95380.63",".00",".00","95380.63","26382.72",".00","18829.52","49621.00","79630.71","129251.71","148081.23","26317.88","95380.63","121698.51","26382.72","","{61DF1C5D-1C28-4D90-4661-CDB27CEB3E16}"
"223650","242560","75.19","100.00",".00",".00","100.00","175.19",".00",".00",".00",".00","175.19",".00","50.19","25.00","100.00","125.00","175.19",".00",".00",".00","175.19","","{27D05E1F-A937-BDBA-A034-3346379DE487}"
"223651","242559",".00","200.00",".00",".00","200.00","200.00",".00",".00",".00",".00","200.00",".00",".00",".00","200.00","200.00","200.00",".00",".00",".00","200.00","","{77236D66-3CE9-5A14-E829-F4D9A386044C}"
"223652","242561","604.49",".00",".00",".00",".00","604.49",".00",".00",".00",".00","604.49","46868.13","526.49",".00",".00",".00","526.49",".00",".00",".00","526.49","","{F5F4DA6C-49A5-AA86-5CF2-74C0E1EC9B06}"
"223655","242564",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","42.55","129.99",".00","129.99","172.54","172.54",".00","172.54",".00","","{7B32FFEC-A89B-5A90-07B1-7C93A27DD3AB}"
"223656","242565","86742.84","314928.69",".00",".00","314928.69","401671.53","212700.41",".00",".00","212700.41","188971.12","13980.00","56017.50","149055.08","314928.69","463983.77","520001.27","118329.74","212700.41","331030.15","188971.12","","{CC0AC56F-7E44-DEC6-5115-BDAA52F84EAE}"
"223659","242568","500.00","650.00",".00",".00","650.00","1150.00","1021.59",".00",".00","1021.59","128.41",".00",".00","500.00","650.00","1150.00","1150.00",".00","1021.59","1021.59","128.41","","{2BB0F850-C317-CD9F-3357-65532C5225DC}"
"223665","242575",".00","9437.42",".00",".00","9437.42","9437.42","970.11",".00",".00","970.11","8467.31",".00",".00",".00","9437.42","9437.42","9437.42",".00","970.11","970.11","8467.31","","{F4AC9AA4-0A09-9D06-A59B-CDB248335899}"
"223666","242576","116476.31","71553.01",".00",".00","71553.01","188029.32","20235.98",".00",".00","20235.98","167793.34",".00",".00","157505.96","71553.01","229058.97","229058.97","41029.65","20235.98","61265.63","167793.34","","{01C8E789-A7DC-22C3-9D5A-D72CAAAA237E}"
"223667","242577","8467.31","8753.92",".00",".00","8753.92","17221.23","6137.15",".00",".00","6137.15","11084.08",".00",".00","9437.42","8753.92","18191.34","18191.34","970.11","6137.15","7107.26","11084.08","","{6E5230B8-8BCA-5D12-E64E-8ACA3DC031EF}"
"223668","242578",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00",".00","100.00","100.00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{64CDEF8B-24A0-E7D7-BBC7-1B70F6AABA35}"
"223673","242584","1130.06",".00",".00",".00",".00","1130.06",".00",".00",".00",".00","1130.06",".00","630.06","500.00",".00","500.00","1130.06",".00",".00",".00","1130.06","","{5064600B-6DE6-DF61-A206-3ACFD62A425C}"
"223674","242585","222.04",".00",".00",".00",".00","222.04",".00",".00",".00",".00","222.04",".00",".00","222.04",".00","222.04","222.04",".00",".00",".00","222.04","","{051EC187-453A-3B23-7E86-B82617CCD733}"
"223675","242587","35.81",".00",".00",".00",".00","35.81",".00",".00",".00",".00","35.81",".00","35.81",".00",".00",".00","35.81",".00",".00",".00","35.81","","{8BF9F671-B406-572C-FCDF-581054CEDCE1}"
"223676","242586","13587.09","11675.00",".00",".00","11675.00","25262.09","4650.47",".00",".00","4650.47","20611.62",".00","3603.34","25956.01","11675.00","37631.01","41234.35","15972.26","4650.47","20622.73","20611.62","","{0FCC89C8-3945-C7B8-1B2F-792E7C182405}"
"223677","242588","1878.71",".00",".00",".00",".00","1878.71",".00",".00",".00",".00","1878.71",".00","1878.71",".00",".00",".00","1878.71",".00",".00",".00","1878.71","","{64A4595C-D9C4-05A0-B46D-8392CD2176E8}"
"223678","242589",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{47A5269E-F661-E23E-BA67-BB2FD417CE6E}"
"223680","242447",".00","400.00",".00",".00","400.00","400.00",".00",".00",".00",".00","400.00",".00",".00",".00","400.00","400.00","400.00",".00",".00",".00","400.00","","{DDF60A63-F892-B7B6-9174-FDD6D7288C86}"
"223684","242594",".00","150.00",".00","2743.00","2893.00","2893.00","2743.00",".00",".00","2743.00","150.00","2743.00",".00",".00","2893.00","2893.00","2893.00",".00","2743.00","2743.00","150.00","","{140670E7-1ABE-D12D-2E60-4169CFB10471}"
"223686","242593","400.00","100.00",".00",".00","100.00","500.00",".00",".00",".00",".00","500.00",".00",".00","400.00","100.00","500.00","500.00",".00",".00",".00","500.00","","{C1CBFCAC-D3E9-724C-DC81-803FC27768C7}"
"223687","242597",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{21EF90C2-1B92-979E-F1F5-7B472B17D79D}"
"223688","242596","150.00",".00","2743.00",".00","2743.00","2893.00","75.00","2743.00",".00","2818.00","75.00",".00",".00","2893.00","2743.00","5636.00","5636.00","2743.00","2818.00","5561.00","75.00","","{D511E10F-3FB9-68AA-A847-FF3461EF2EE8}"
"223690","242599","900.00","950.00",".00",".00","950.00","1850.00",".00",".00",".00",".00","1850.00",".00",".00","900.00","950.00","1850.00","1850.00",".00",".00",".00","1850.00","","{32B7BB3E-98A4-FC27-9D19-EB17E12DDE5C}"
"223693","242603",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","9000.00",".00","9000.00","9000.00","9000.00",".00","9000.00",".00","","{BA115522-0161-D1B8-1242-141479C5387D}"
"223695","242604",".00","200.00",".00",".00","200.00","200.00","20.95",".00",".00","20.95","179.05",".00",".00",".00","200.00","200.00","200.00",".00","20.95","20.95","179.05","","{A02E47D9-C4CB-20F8-D894-AC6DB1F3675E}"
"223697","242606","50.00","400.00",".00",".00","400.00","450.00","230.99",".00",".00","230.99","219.01",".00",".00","50.00","400.00","450.00","450.00",".00","230.99","230.99","219.01","","{2A885906-B880-44AA-9110-BFF4CA770FFE}"
"223699","242609","200.00",".00",".00",".00",".00","200.00",".00",".00",".00",".00","200.00",".00","200.00",".00",".00",".00","200.00",".00",".00",".00","200.00","","{3F7A758C-0288-E447-5ABC-20C70EB0021D}"
"223702","242611","20.00",".00",".00",".00",".00","20.00",".00",".00",".00",".00","20.00","20.00",".00","20.00",".00","20.00","20.00",".00",".00",".00","20.00","","{F0DCAF9B-45D2-56C6-A1F8-94E5983890DC}"
"223704","242613","121808.00","34150.00","352.80",".00","34502.80","156310.80","48502.52",".00",".00","48502.52","107808.28",".00","46600.02","137024.12","34502.80","171526.92","218126.94","61816.14","48502.52","110318.66","107808.28","","{70CD6227-363B-CBA2-FDD5-B53988F45C0C}"
"223705","242614","231474.99","40105.00","352.80",".00","40457.80","271932.79","6967.72",".00",".00","6967.72","264965.07",".00","73315.57","196984.26","40457.80","237442.06","310757.63","38824.84","6967.72","45792.56","264965.07","","{FF5F151A-04C1-2B80-539D-20DEAE0574EA}"
"223706","242615","2260.18",".00",".00",".00",".00","2260.18","657.98",".00",".00","657.98","1602.20",".00",".00","76350.00",".00","76350.00","76350.00","74089.82","657.98","74747.80","1602.20","","{88A423BD-C131-9739-6542-17A1B2DB82BD}"
"223707","242616","209515.12","41705.04","352.80",".00","42057.84","251572.96","56418.80",".00",".00","56418.80","195154.16",".00","209515.12",".00","42057.84","42057.84","251572.96",".00","56418.80","56418.80","195154.16","","{559695F2-2C05-3652-4BA1-41A355AE5664}"
"223708","242617","8512035.79","2853493.90",".08",".00","2853493.98","11365529.77","8092801.73",".00",".00","8092801.73","3272728.04",".00","5540412.86","4185188.01","2853493.98","7038681.99","12579094.85","1213565.08","8092801.73","9306366.81","3272728.04","","{BB70CF1E-D107-80F3-0ED9-3045ACDF4A05}"
"223710","242618","1409.03","665.00",".00",".00","665.00","2074.03","62.76",".00",".00","62.76","2011.27",".00",".00","1467.00","665.00","2132.00","2132.00","57.97","62.76","120.73","2011.27","","{284194F4-F140-F8B1-4880-55FAA76A931D}"
"223711","242619","55681.25","8500.00",".00",".00","8500.00","64181.25","36440.90",".00",".00","36440.90","27740.35",".00","32135.48","97841.60","8500.00","106341.60","138477.08","74295.83","36440.90","110736.73","27740.35","","{50E10D89-C0A8-F355-10B2-66C84B596309}"
"223712","242621",".00","5748.40",".00","947.89","6696.29","6696.29","3674.96",".00",".00","3674.96","3021.33","947.89",".00",".00","6696.29","6696.29","6696.29",".00","3674.96","3674.96","3021.33","","{CF4D49E8-1A78-3F3D-E9D6-F8E62D22FD65}"
"223713","242622","90.12",".00",".00",".00",".00","90.12",".00",".00",".00",".00","90.12",".00","90.12",".00",".00",".00","90.12",".00",".00",".00","90.12","","{B2FDFE5F-4CF7-CC8E-73FF-994544540D96}"
"223714","242623","10124.89","5212.06",".00",".00","5212.06","15336.95","2294.97",".00",".00","2294.97","13041.98",".00",".00","14019.31","5212.06","19231.37","19231.37","3894.42","2294.97","6189.39","13041.98","","{DA9EB3BB-DAC4-4742-8A17-3A9F95E5135F}"
"223715","242624",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{210499D1-26AE-9DBF-F5DB-64E557665A83}"
"223716","242626","5.00",".00",".00",".00",".00","5.00",".00",".00",".00",".00","5.00","5.00","5.00",".00",".00",".00","5.00",".00",".00",".00","5.00","","{A544357E-BC5E-3C10-9A5C-99AB565346AD}"
"223717","242627",".00","400.00",".00",".00","400.00","400.00",".00",".00",".00",".00","400.00",".00",".00",".00","400.00","400.00","400.00",".00",".00",".00","400.00","","{0FBB8CC3-08FE-2DA9-A0A7-3CA42DD43388}"
"223719","242629","40.28",".00",".00",".00",".00","40.28",".00",".00",".00",".00","40.28","500.00","40.28",".00",".00",".00","40.28",".00",".00",".00","40.28","","{1B95F6E8-A7CF-E807-E3BB-51A00A00811B}"
"223721","242631","9328.91",".00",".00",".00",".00","9328.91","1000.00",".00",".00","1000.00","8328.91",".00","12279.95",".00",".00",".00","12279.95","2951.04","1000.00","3951.04","8328.91","","{1E75A2F4-6C6E-65BA-F46D-3642E48624E3}"
"223724","242634",".00","600.00",".00",".00","600.00","600.00",".00",".00",".00",".00","600.00",".00",".00",".00","600.00","600.00","600.00",".00",".00",".00","600.00","","{408D2F01-B7B3-3901-FE41-AA070AADD79C}"
"223725","242635","50.00","180.00",".00",".00","180.00","230.00","230.00",".00",".00","230.00",".00",".00","50.00",".00","180.00","180.00","230.00",".00","230.00","230.00",".00","","{E2C56AD4-A021-D64F-0F32-6F79C69CE6B1}"
"223726","242636","117465.34","32746.56","352.80",".00","33099.36","150564.70","29064.13",".00",".00","29064.13","121500.57",".00","55519.77","142464.06","33099.36","175563.42","231083.19","77130.60","29064.13","106194.73","124888.46","","{BAD86360-B587-31F4-36E9-7604885928AB}"
"223732","242642",".00","19218.19","3544.44",".00","22762.63","22762.63","427.40","3544.44",".00","3971.84","18790.79",".00",".00","3544.44","22762.63","26307.07","26307.07","3544.44","3971.84","7516.28","18790.79","","{EF68991F-E4D8-510D-84F0-561E5A2D427B}"
"223738","242648","6663.28",".00",".00",".00",".00","6663.28",".00",".00",".00",".00","6663.28","11800.00","6663.28",".00",".00",".00","6663.28",".00",".00",".00","6663.28","","{473832F2-B6C7-5CE5-45D0-6250F260A34B}"
