"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"215547","240298","70","22690.00","1","32.65","132","7831.50","0",".00","203","30554.15","100.00","32.65",".00","36323.93","36356.58","4707.85",".00","4707.85",".00","4707.85","","{5DA3CD29-CA61-1632-5D6C-33F73D3EFD82}"
"215621","240429","54","16300.00","3","2122.00","193","11864.00","1","24.00","251","30310.00",".00","2122.00","24.00","1020.47","3166.47",".00",".00",".00",".00",".00","","{DC41A981-AD36-AC66-EAAE-8D90FC56FE7A}"
"215696","240525","0",".00","0",".00","1","25.00","0",".00","1","25.00",".00",".00",".00",".00",".00",".00","3000.00","3000.00",".00","3000.00","","{3BDFD08C-0C84-4210-DD68-5FE736D29717}"
"215844","240708","86","51325.60","3","3012.95","52","3126.99","1","100.00","142","57565.54",".00","3012.95","100.00","17488.29","20601.24",".00",".00",".00",".00",".00","","{68967429-A03D-4609-C514-364B7973257B}"
"215879","240750","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D34D3C0D-EA86-FA1F-3486-F31A96C59BE1}"
"215880","240751","34","42800.00","4","13303.80","49","2375.00","0",".00","87","58478.80",".00","13303.80",".00","39011.10","52314.90",".00",".00",".00",".00",".00","","{5AFBB57D-D863-203E-443C-B813226C7101}"
"215927","240807","10","6850.00","0",".00","11","850.00","0",".00","21","7700.00",".00",".00",".00","11890.70","11890.70",".00",".00",".00",".00",".00","","{1F1351E6-9178-561E-3A23-6DB5CD693156}"
"215964","240850","24","14110.00","0",".00","60","4335.00","0",".00","84","18445.00","352.80",".00",".00","21819.25","21819.25",".00",".00",".00",".00",".00","","{959808CE-4BF6-1CBE-985C-733E1721EB26}"
"217027","241920","7","2375.00","0",".00","10","428.00","0",".00","17","2803.00",".00",".00",".00",".00",".00","400.00",".00","400.00",".00","400.00","","{774CB6A9-8D02-9DF0-5F03-D67AAF650CFB}"
"217073","241976","44","18970.00","1","300.00","25","1925.00","0",".00","70","21195.00",".00","300.00",".00","24013.56","24313.56","4000.00","5000.00","9000.00",".00","9000.00","","{FBD688F7-2AD3-26BD-5ED4-4CD14172EB04}"
