"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"256669","281059",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{2A4F2F6A-126B-29C9-4A6F-45346A0EBDB3}"
"256672","281061",".00","3125.00",".00",".00","3125.00","3125.00","178.00",".00",".00","178.00","2947.00",".00",".00",".00","3125.00","3125.00","3125.00",".00","178.00","178.00","2947.00","","{F763DBCE-CE4A-42C5-D4FC-2EF690ED4EF1}"
"256673","281062","303.72","7005.07",".05",".00","7005.12","7308.84","1488.96",".00",".00","1488.96","5819.88",".00",".00","303.72","7005.12","7308.84","7308.84",".00","1488.96","1488.96","5819.88","","{8F57974D-EE20-BF21-238C-3982D040C720}"
"256674","281063","11794.35","247.00",".00",".00","247.00","12041.35","73.80",".00",".00","73.80","11967.55",".00","11794.35",".00","247.00","247.00","12041.35",".00","73.80","73.80","11967.55","","{7CC04724-4AEF-28E6-0885-4934BC01A619}"
"256676","281065","365.00",".00",".00",".00",".00","365.00",".00",".00",".00",".00","365.00",".00","365.00",".00",".00",".00","365.00",".00",".00",".00","365.00","","{93E38EE3-34DF-C09A-4EB8-9E7CD53208A1}"
"256680","281069",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{36FB4101-F1E0-A9DD-C5AA-C9B6192D86B1}"
"256681","281070","5724.80","250.00",".00",".00","250.00","5974.80","500.00",".00",".00","500.00","5474.80",".00","5724.80",".00","250.00","250.00","5974.80",".00","500.00","500.00","5474.80","","{B9ABBF4A-65FE-BA70-0170-45A62DF97AB1}"
"256682","281071","7450.50",".00",".00",".00",".00","7450.50",".00",".00",".00",".00","7450.50",".00","7450.50",".00",".00",".00","7450.50",".00",".00",".00","7450.50","","{063A243B-69F8-4C37-182A-0D5E8436A5A9}"
"256683","281072","14386.88","260.00",".28",".00","260.28","14647.16","733.51",".00",".00","733.51","13913.65",".00","14386.88",".00","260.28","260.28","14647.16",".00","733.51","733.51","13913.65","","{594A0BBA-B2FD-1DE8-63A9-96A7CC869C02}"
"256685","281075","8833.34",".00",".00",".00",".00","8833.34",".00",".00",".00",".00","8833.34",".00","8833.34",".00",".00",".00","8833.34",".00",".00",".00","8833.34","","{C9E819F6-F278-2AE1-0DA4-B2F50601B8BB}"
