"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"349470","395342","14857.72","3175.00",".00",".00","3175.00","18032.72","10.00",".00",".00","10.00","18022.72",".00","14857.72",".00","3175.00","3175.00","18032.72",".00","10.00","10.00","18022.72","","{E1B2C797-8713-3DC4-E406-D90DD2E19551}"
"349622","395591","135.82","880.49",".00",".00","880.49","1016.31","880.49",".00",".00","880.49","135.82",".00",".00","8579.88","880.49","9460.37","9460.37","8444.06","880.49","9324.55","135.82","","{4C8696F4-F755-18A8-ED01-BA3BBBA2A856}"
"349843","395816","1100.00","5500.00",".00",".00","5500.00","6600.00","375.00",".00",".00","375.00","6225.00",".00","1600.00","5000.00","5500.00","10500.00","12100.00","5500.00","375.00","5875.00","6225.00","","{B2B55183-B0CF-8234-F48B-E22321B6CFDF}"
"349896","395887","10215.00",".00",".00",".00",".00","10215.00","5020.00",".00",".00","5020.00","5195.00",".00","1600.00","15500.00",".00","15500.00","17100.00","6885.00","5020.00","11905.00","5195.00","","{8EF309B8-D9E6-C483-06B2-578F003CE2A6}"
"350526","396648",".00","3261.02",".00",".00","3261.02","3261.02","301.02",".00",".00","301.02","2960.00",".00",".00",".00","3261.02","3261.02","3261.02",".00","301.02","301.02","2960.00","","{2E7AFE26-C1F4-55F5-9187-8BD2227BEAAC}"
"350527","396649",".00",".00","300.00","1600.00","1900.00","1900.00","500.00",".00",".00","500.00","1400.00","1600.00",".00",".00","1900.00","1900.00","1900.00",".00","500.00","500.00","1400.00","","{B7D5A39C-FA1F-8118-065D-3238CD721F39}"
"350529","396651","15078.30","12027.92",".00",".00","12027.92","27106.22","6218.33",".00",".00","6218.33","20887.89","2500.00","336.69","34982.40","12027.92","47010.32","47347.01","20240.79","6218.33","26459.12","20887.89","","{408E61B1-4C5F-4C82-05DE-4F83A8E0467F}"
"350530","396652","1693.30",".00",".00",".00",".00","1693.30",".00",".00",".00",".00","1693.30","387.38",".00","10440.09",".00","10440.09","10440.09","8746.79",".00","8746.79","1693.30","","{EC54A327-3CC7-A482-BC80-C7AEE5F29998}"
"350537","396659","6573.02","665.00",".00",".00","665.00","7238.02",".00",".00",".00",".00","7238.02",".00","6573.02",".00","665.00","665.00","7238.02",".00",".00",".00","7238.02","","{7F4CA521-1E5A-3BF1-CEC2-EC0E4ACF8B56}"
"350538","396660","6573.02","665.00",".00",".00","665.00","7238.02",".00",".00",".00",".00","7238.02",".00","6573.02",".00","665.00","665.00","7238.02",".00",".00",".00","7238.02","","{7F4CA521-1E5A-3BF1-CEC2-EC0E4ACF8B56}"
"350540","396662","1693.30",".00",".00",".00",".00","1693.30",".00",".00",".00",".00","1693.30","387.38","1693.30",".00",".00",".00","1693.30",".00",".00",".00","1693.30","","{7A7487FC-4CE1-23F3-902F-F3BDF070F6B6}"
