"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"149472","166844","3","1450.00","0",".00","2","200.00","0",".00","5","1650.00",".00",".00",".00","1721.09","1721.09","329.17","368.50","697.67","627.67","70.00","","{B2922A43-0A95-6F1C-A461-88D190C302E9}"
"153071","170621","5","3010.00","1","137.14","2","150.00","0",".00","8","3297.14",".00","137.14",".00",".00","137.14",".00",".00",".00",".00",".00","","{A54E069D-E5AE-0E63-8196-A62F5B34758B}"
"158503","176449","3","850.00","3","439.02","7","580.00","0",".00","13","1869.02",".00","439.02",".00","1929.63","2368.65",".00","730.55","730.55",".00","730.55","","{EB5CCB5A-9A82-1F03-52E1-17DE19CD4A82}"
"170360","189692","19","11280.00","0",".00","6","232.50","0",".00","25","11512.50",".00",".00",".00","6116.72","6116.72","13704.76","1504.06","15208.82",".00","15208.82","","{FBADC760-E280-323C-9392-CCA67E90F697}"
"171802","193143","2","240.00","0",".00","0",".00","0",".00","2","240.00",".00",".00",".00","623.76","623.76",".00",".00",".00",".00",".00","","{F9AE0710-FB24-992B-7D6D-75251818B90E}"
"172366","193723","3","60.00","1","154.47","1","100.00","0",".00","5","314.47",".00","154.47",".00","346.87","501.34",".00",".00",".00",".00",".00","","{B74C01F7-7334-181F-675D-E27B1D6BA328}"
"172577","193937","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7EE3C505-F4FF-121C-0F85-684F4487D528}"
"172580","193940","13","9150.00","2","11532.00","3","250.00","0",".00","18","20932.00",".00","11532.00",".00","11474.60","23006.60",".00",".00",".00",".00",".00","","{1892A1AB-1022-A916-2A24-6F6F9FE1B030}"
"172582","193943","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B13D08F3-3A8E-0ED8-D7EE-BDE7D0C93560}"
"172583","193942","43","99850.00","5","28721.26","8","475.00","0",".00","56","129046.26",".00","28721.26",".00","455064.19","483785.45",".00",".00",".00",".00",".00","","{76464169-FE64-834B-4E0D-88B366B95B71}"
"172584","193944","8","2900.00","0",".00","3","250.00","0",".00","11","3150.00",".00",".00",".00","6349.90","6349.90",".00",".00",".00",".00",".00","","{B7F00538-EFF9-979F-D368-3DD8CD422DC5}"
"172585","193945","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","119.50","119.50","4000.00",".00","4000.00",".00","4000.00","","{5AC23348-C546-0A08-440B-A471FA23EC8E}"
"172586","193946","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","16000.00",".00","16000.00",".00","16000.00","","{2C3762F5-95EE-CDD5-00A2-08168F8D6BEB}"
"172590","193950","0",".00","0",".00","2","66.00","0",".00","2","66.00",".00",".00",".00",".00",".00","25.00",".00","25.00","25.00",".00","","{F8FC4BAF-06D8-54FD-A849-44680738BE2F}"
"172591","193951","0",".00","0",".00","2","66.00","0",".00","2","66.00",".00",".00",".00",".00",".00","25.00",".00","25.00","25.00",".00","","{F8FC4BAF-06D8-54FD-A849-44680738BE2F}"
"172598","193958","0",".00","0",".00","2","150.00","0",".00","2","150.00",".00",".00",".00","3788.24","3788.24",".00",".00",".00",".00",".00","","{A58C0772-F4C3-A489-FE75-EA9FD87A6ED1}"
"172599","193959","2","343.29","0",".00","0",".00","0",".00","2","343.29",".00",".00",".00","680.27","680.27",".00",".00",".00",".00",".00","","{7E4AEE24-5DB1-C99D-B602-52CC9CA511B0}"
"172600","193960","1","150.00","0",".00","1","25.00","0",".00","2","175.00",".00",".00",".00","5242.80","5242.80",".00",".00",".00",".00",".00","","{05D41C18-B7A1-EF03-B980-3CB13DCF4CF5}"
"172601","193961","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A93A87E0-92C0-EC1A-D323-127B9B35AF7C}"
"172605","193966","1","50.00","0",".00","1","50.00","0",".00","2","100.00",".00",".00",".00","1612.43","1612.43",".00",".00",".00",".00",".00","","{B11B287E-6145-0113-C5A4-548B84A49B6D}"
"172606","193967","1","50.00","0",".00","1","50.00","0",".00","2","100.00",".00",".00",".00","1612.43","1612.43",".00",".00",".00",".00",".00","","{B11B287E-6145-0113-C5A4-548B84A49B6D}"
"172608","193969","2","750.00","0",".00","3","80.00","0",".00","5","830.00",".00",".00",".00","2182.01","2182.01",".00",".00",".00",".00",".00","","{838F6729-5894-4217-8DD2-47E98DB1FEB0}"
"172613","193974","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1183.04","1183.04",".00",".00",".00",".00",".00","","{9BEDF268-4252-B078-FB56-1C9357627B50}"
"172618","193979","16","13608.75","0",".00","0",".00","0",".00","16","13608.75",".00",".00",".00","769.07","769.07","14790.00",".00","14790.00","14790.00",".00","","{550AB0B1-CAC2-3D14-13D5-1911CF92971A}"
"172619","193980","7","1415.00","1","82.50","114","855.57","5","108.15","127","2461.22",".00","82.50","108.15","9223.69","9414.34",".00",".00",".00",".00",".00","","{66F99A0D-7DD3-80FB-F1E2-8FBCC9486F5E}"
"172622","193983","53","4743.00","8","31053.56","44","2134.40","2","121.40","107","38052.36",".00","31053.56","121.40","39383.60","70558.56","7320.00",".00","7320.00",".00","7320.00","","{954E2F8C-D64D-1241-6CEF-9A53DB1E6B77}"
"172623","193984","19","8896.00","0",".00","17","920.01","0",".00","36","9816.01",".00",".00",".00","28421.63","28421.63",".00",".00",".00",".00",".00","","{2B3AF8C1-DFC1-0294-7E72-B24E8799C7C0}"
"172627","193988","1","100.00","0",".00","0",".00","0",".00","1","100.00",".00",".00",".00","528.40","528.40",".00",".00",".00",".00",".00","","{E72108BB-ABFA-88F1-2A69-784D2D8908FE}"
