"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"203799","220320","2000.00","14000.00",".00",".00","14000.00","16000.00","14705.94",".00",".00","14705.94","1294.06",".00",".00","2000.00","14000.00","16000.00","16000.00",".00","14705.94","14705.94","1294.06","","{5FC0B7F1-64B6-022D-9901-34DC2FE8A2EE}"
"217048","235291","201.97",".00",".00",".00",".00","201.97",".00",".00",".00",".00","201.97",".00","201.97",".00",".00",".00","201.97",".00",".00",".00","201.97","","{727F11BA-9847-5E46-8413-34681DDF9708}"
"217052","235295",".00","48.00",".00","344.40","392.40","392.40","242.40",".00",".00","242.40","150.00","344.40",".00",".00","392.40","392.40","392.40",".00","242.40","242.40","150.00","","{7CEAF72F-41BD-DD02-D0F4-A6BA81E45A46}"
"217053","235296","2698.57","52.20",".00",".00","52.20","2750.77",".00",".00",".00",".00","2750.77",".00","2698.57",".00","52.20","52.20","2750.77",".00",".00",".00","2750.77","","{7877E5EA-F5D8-C126-9A85-5ED3CAC5428F}"
"217055","235298","15610.86","195.00",".00",".00","195.00","15805.86","7.77",".00",".00","7.77","15798.09",".00","15610.86",".00","195.00","195.00","15805.86",".00","7.77","7.77","15798.09","","{B3C7A025-6F01-A8FA-1E58-C3D3E11EA2BD}"
"217057","235300",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{CF00D360-3E11-6963-D46D-9A9FBD2A68FB}"
"217058","235301","13792.37","1222.00",".00",".00","1222.00","15014.37","2000.00",".00",".00","2000.00","13014.37",".00","13792.37",".00","1222.00","1222.00","15014.37",".00","2000.00","2000.00","13014.37","","{9C04C2E4-CDCB-877A-558D-3CEDDE47A1A2}"
"217061","235305","254172.69","33255.36",".00",".00","33255.36","287428.05","10250.00",".00",".00","10250.00","277178.05",".00","254172.69",".00","33255.36","33255.36","287428.05",".00","10250.00","10250.00","277178.05","","{FE630C56-56D8-0A70-CB15-248515D51BC2}"
"217063","235307","567117.30","164915.29",".00",".00","164915.29","732032.59","53767.16",".00",".00","53767.16","678265.43",".00","567117.30",".00","164915.29","164915.29","732032.59",".00","53767.16","53767.16","678265.43","","{A8369E39-0472-2692-F42E-6AD9182C7E95}"
"217064","235308",".00","20.00",".00","20.00","40.00","40.00",".00",".00",".00",".00","40.00","20.00",".00",".00","40.00","40.00","40.00",".00",".00",".00","40.00","","{38A9C1D0-0E90-9EA9-033F-E65E0AE3F0BA}"
"217065","235309",".00",".00",".00","20.00","20.00","20.00",".00",".00",".00",".00","20.00","20.00",".00",".00","20.00","20.00","20.00",".00",".00",".00","20.00","","{38A9C1D0-0E90-9EA9-033F-E65E0AE3F0BA}"
"217066","235310",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{076A011D-F907-54C4-5179-0AFD6942857D}"
"217070","235322",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","375.47",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D636D594-E03A-AD8A-1830-2B55121131F6}"
"217072","235324","9507.68",".00",".00",".00",".00","9507.68","4500.00",".00",".00","4500.00","5007.68",".00","9507.68",".00",".00",".00","9507.68",".00","4500.00","4500.00","5007.68","","{03B56161-7E2F-E707-C700-747965E7B543}"
"217073","235325","6877.34","5.40",".00",".00","5.40","6882.74",".00",".00",".00",".00","6882.74",".00","3514.95",".00","5.40","5.40","3520.35",".00",".00",".00","3520.35","","{E4BFB8EB-4D85-AB07-E9D1-213903D0765B}"
"217075","235328",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{57D7652D-E8A5-B55B-7680-60636B7C85FE}"
"217079","235331","2286.68",".00",".00",".00",".00","2286.68",".00",".00",".00",".00","2286.68","53.55","2286.68",".00",".00",".00","2286.68",".00",".00",".00","2286.68","","{075C75C0-307E-EBCF-6F4A-1931BFF560F1}"
"217081","235333","1423.64","6450.00",".00",".00","6450.00","7873.64","2198.78",".00",".00","2198.78","5674.86",".00","3007.41",".00","6450.00","6450.00","9457.41","1583.77","2198.78","3782.55","5674.86","","{CAB84576-F5F2-6671-860D-E888895AE439}"
