"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"367978","416720","8070.16","100.00",".00",".00","100.00","8170.16","103.95",".00",".00","103.95","8066.21",".00","8070.16",".00","100.00","100.00","8170.16",".00","103.95","103.95","8066.21","","{F0918F8F-D2EA-609A-3401-36AEC1BB5E58}"
"372855","423065","4134.43","1825.30","175.00",".00","2000.30","6134.73","1544.44",".00",".00","1544.44","4590.29",".00",".00","12788.48","2000.30","14788.78","14788.78","8654.05","1544.44","10198.49","4590.29","","{7982BDA1-B8DD-4E3F-6DC7-93959A6E9BAB}"
"439301","504012",".00","100.00",".00",".00","100.00","100.00",".00",".00",".00",".00","100.00",".00",".00",".00","100.00","100.00","100.00",".00",".00",".00","100.00","","{A443816B-2A4B-3643-62F2-A77DEC68AFDC}"
"439382","504115",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{07CA7EE7-EDB5-47EA-4F6F-87AF9BEB9F94}"
"439385","504118","97974.93","25000.00",".00",".00","25000.00","122974.93","85.20",".00",".00","85.20","122889.73","1000.00","99872.32",".00","25000.00","25000.00","124872.32","1897.39","85.20","1982.59","122889.73","","{25DDF48D-8CA8-47E7-4F9E-E68EF3A79D1E}"
"439387","504120","181000.91","15930.00",".00",".00","15930.00","196930.91",".00",".00",".00",".00","196930.91",".00","689.81","545040.22","15930.00","560970.22","561660.03","364729.12",".00","364729.12","196930.91","","{211CB0ED-7265-F9B0-EE8A-5BAC055AD172}"
"439389","504125","9514.68","15528.47",".00",".00","15528.47","25043.15","1665.67",".00",".00","1665.67","23377.48","5000.00",".00","17500.00","15528.47","33028.47","33028.47","7985.32","1665.67","9650.99","23377.48","","{10ACEF26-2B31-429C-0FA0-2533912F6A8C}"
"439391","504127","17352.31","1500.00",".00","15000.00","16500.00","33852.31","9010.42",".00",".00","9010.42","24841.89","15700.00",".00","21150.00","16500.00","37650.00","37650.00","3797.69","9010.42","12808.11","24841.89","","{92E453B0-7F22-3B4F-7D1E-65E0C2E6DE60}"
"439392","504128",".00","1964.24",".00",".00","1964.24","1964.24","632.17",".00",".00","632.17","1332.07",".00",".00",".00","1964.24","1964.24","1964.24",".00","632.17","632.17","1332.07","","{00237E4D-2B8B-4EAE-F093-F1972BC5A65B}"
"439393","504129","5567.60","120.00",".00",".00","120.00","5687.60","2949.47",".00",".00","2949.47","2738.13",".00","5842.80","2440.00","120.00","2560.00","8402.80","2715.20","2949.47","5664.67","2738.13","","{43FB4C46-B3DC-4BD9-DA01-50F15A82B79B}"
"439394","504130","1439.28","2350.00",".00",".00","2350.00","3789.28","1289.32",".00",".00","1289.32","2499.96",".00","1343.64","2587.39","2350.00","4937.39","6281.03","2491.75","1289.32","3781.07","2499.96","","{04C663CF-AA46-B436-E072-25C3F8E969AE}"
"439395","504131","3782.45","1500.00",".00",".00","1500.00","5282.45",".00",".00",".00",".00","5282.45","3000.00",".00","5300.00","1500.00","6800.00","6800.00","1517.55",".00","1517.55","5282.45","","{D3CFEF5C-0D2F-F6EB-E967-484BABCAF107}"
