"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"183208","204824","9","1444.28","0",".00","11","340.00","0",".00","20","1784.28",".00",".00",".00","1279.68","1279.68",".00",".00",".00",".00",".00","","{098DEA57-2185-E51C-9B10-E934D346A0EF}"
"183209","204825","15","5000.00","4","2750.00","55","3569.00","0",".00","74","11319.00",".00","2750.00",".00","4034.96","6784.96","50.00","50.00","100.00",".00","100.00","","{8F79F3D3-3998-EACB-66F0-C9486A7E07EE}"
"183211","204827","2","569.78","0",".00","92","2450.00","0",".00","94","3019.78","100.00",".00",".00","1568.72","1568.72",".00",".00",".00",".00",".00","","{5F319C37-CA44-836B-7CF1-BB324C1CB35E}"
"183217","204833","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00","100.00","100.00",".00","100.00","","{C75E22F2-93A8-1C32-5974-006BF8FAE8FE}"
"183218","204834","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{37C1A0C3-E808-9FB6-AE9F-8DF4F1D031B8}"
"183219","204835","0",".00","0",".00","62","285.00","0",".00","62","285.00",".00",".00",".00","1275.00","1275.00",".00",".00",".00",".00",".00","","{8F324DE6-20FE-C3DE-50DA-2523D404DD83}"
"183220","204836","0",".00","0",".00","18","56.70","0",".00","18","56.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DB08A1CB-F76C-EA2D-5B11-7FC96770254A}"
"183221","204837","0",".00","0",".00","18","56.70","0",".00","18","56.70",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{DB08A1CB-F76C-EA2D-5B11-7FC96770254A}"
"183222","204838","0",".00","0",".00","6","5.40","0",".00","6","5.40",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B0F7CFFF-417C-6BB0-8120-95BC394A7C7F}"
"183223","204839","0",".00","0",".00","8","36.00","0",".00","8","36.00",".00",".00",".00",".00",".00","20.00",".00","20.00",".00","20.00","","{48AB5AE1-DF19-FE16-68BB-44D388DFC41C}"
"183225","204842","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{9F2035E0-A45A-E75D-9068-3045F82ECEAE}"
"183226","204841","0",".00","0",".00","78","351.10","0",".00","78","351.10",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{99B04B73-D387-2F0F-E9CE-A4C0C2CC4384}"
"183227","204843","66","87950.14","0",".00","13","403.76","0",".00","79","88353.90",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0B318A8F-220B-463F-4AC8-30D11F426987}"
"183228","204844","2","100.00","0",".00","1","100.00","0",".00","3","200.00",".00",".00",".00","344.91","344.91",".00",".00",".00",".00",".00","","{1ADE6793-C7BB-FC44-839F-6F8C73B8C789}"
"183229","204845","0",".00","0",".00","37","155.40","0",".00","37","155.40",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A649222D-C9E1-D69B-7593-492CC1530727}"
"183230","204846","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C1BFF754-1C2C-F3D6-D93C-0570D43FDBF3}"
"183232","204848","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","950.00","950.00",".00",".00",".00",".00",".00","","{27542CA0-624B-75EA-D353-162BDD315188}"
"183234","204851","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D3A43D52-0232-BA5D-931D-0262A624D1E1}"
"183235","204852","0",".00","0",".00","1",".74","0",".00","1",".74",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8C79D4EC-1A17-CF78-EA51-1D4D6C67594C}"
"183237","204854","11","3200.00","0",".00","15","1249.00","0",".00","26","4449.00",".00",".00",".00","1743.95","1743.95",".00",".00",".00",".00",".00","","{64550530-D515-81C9-A4BD-26A3F45253AE}"
"183239","204856","5","1800.00","0",".00","22","1680.00","0",".00","27","3480.00",".00",".00",".00","20.65","20.65",".00",".00",".00",".00",".00","","{A7EB5878-727B-8B40-FCD6-FBB47FE0D902}"
"183242","204859","1","250.00","0",".00","0",".00","0",".00","1","250.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C82D697F-72B5-3ECB-B545-802A7BA3D70D}"
"183243","204860","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{7DF61326-3C3A-1C42-72AB-E783D615F041}"
"183244","204861","3","1340.03","0",".00","0",".00","0",".00","3","1340.03",".00",".00",".00","670.02","670.02",".00",".00",".00",".00",".00","","{0D7BC61A-F466-BEFB-0F23-57324A82B680}"
"183245","204862","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{5F88ECB0-3E10-4092-CBFE-5F6B356098A5}"
"183246","204863","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{8CB52E36-0A5B-108D-8E8F-45A55D7EA8D4}"
