"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"344025","389020","137.26",".00",".00",".00",".00","137.26",".00",".00",".00",".00","137.26",".00","137.26",".00",".00",".00","137.26",".00",".00",".00","137.26","","{59B3433F-1A97-AD5E-95D8-20C050EDF0D0}"
"418099","481008","4444.95","3571.98",".00",".00","3571.98","8016.93","7312.46",".00",".00","7312.46","704.47","3000.00",".00","6283.43","3571.98","9855.41","9855.41","1838.48","7312.46","9150.94","704.47","","{68E74BB1-E9DE-CC06-A703-9486DA803A2E}"
"418232","481148","1121.47",".00",".00",".00",".00","1121.47","406.00",".00",".00","406.00","715.47","3000.00",".00","9106.89",".00","9106.89","9106.89","7985.42","406.00","8391.42","715.47","","{03EB244F-AE1E-93EB-130B-8B60CFC6F2DF}"
"419253","482172",".00","2789.68",".00",".00","2789.68","2789.68","2789.68",".00",".00","2789.68",".00",".00",".00",".00","2789.68","2789.68","2789.68",".00","2789.68","2789.68",".00","","{556BC1DE-2771-4C20-D343-D27567631480}"
"419257","482176",".00","7875.00",".00",".00","7875.00","7875.00","1346.50",".00",".00","1346.50","6528.50",".00",".00",".00","7875.00","7875.00","7875.00",".00","1346.50","1346.50","6528.50","","{29EB9520-613C-5D7A-4516-7C3B9A304812}"
"419258","482177","6528.50","175.00",".00",".00","175.00","6703.50","6.92",".00",".00","6.92","6696.58",".00",".00","7875.00","175.00","8050.00","8050.00","1346.50","6.92","1353.42","6696.58","","{B8EF2EBD-777C-0A9E-67B8-30299D602772}"
"419259","482178","6696.58","120.00",".00",".00","120.00","6816.58","2504.75",".00",".00","2504.75","4311.83",".00",".00","8050.00","120.00","8170.00","8170.00","1353.42","2504.75","3858.17","4311.83","","{78CA3F1A-A16B-8C77-D6EE-B37625574CD0}"
"419261","482180","4311.83","201.83",".00",".00","201.83","4513.66","192.23",".00",".00","192.23","4321.43",".00",".00","8170.00","201.83","8371.83","8371.83","3858.17","192.23","4050.40","4321.43","","{28BBBB13-3241-9BD3-E44C-2EC3FAADD906}"
"419265","482184","4311.83","201.83",".00",".00","201.83","4513.66","492.23",".00",".00","492.23","4021.43",".00",".00","8170.00","201.83","8371.83","8371.83","3858.17","492.23","4350.40","4021.43","","{28BBBB13-3241-9BD3-E44C-2EC3FAADD906}"
"419266","482185","4021.43","4777.48",".00",".00","4777.48","8798.91","3919.77",".00",".00","3919.77","4879.14",".00",".00","8371.83","4777.48","13149.31","13149.31","4350.40","3919.77","8270.17","4879.14","","{CEDB2CDA-6131-04E1-347D-9C59D6CA184A}"
"419268","482187","4311.83","201.83",".00",".00","201.83","4513.66","492.23",".00",".00","492.23","4021.43",".00",".00","8170.00","201.83","8371.83","8371.83","3858.17","492.23","4350.40","4021.43","","{28BBBB13-3241-9BD3-E44C-2EC3FAADD906}"
"419269","482188","4021.43","4777.48",".00",".00","4777.48","8798.91","3919.77",".00",".00","3919.77","4879.14",".00",".00","8371.83","4777.48","13149.31","13149.31","4350.40","3919.77","8270.17","4879.14","","{CEDB2CDA-6131-04E1-347D-9C59D6CA184A}"
"419270","482189","4879.14",".00",".00",".00",".00","4879.14",".00",".00",".00",".00","4879.14",".00",".00","13149.31",".00","13149.31","13149.31","8270.17",".00","8270.17","4879.14","","{836745DC-08D2-2EAB-E4F0-EA12247DA708}"
"419271","482190","4879.14",".00",".00",".00",".00","4879.14",".00",".00",".00",".00","4879.14",".00",".00","13149.31",".00","13149.31","13149.31","8270.17",".00","8270.17","4879.14","","{BD598132-28D1-EC4A-69D2-406159954815}"
"419272","482191","4879.14",".00",".00",".00",".00","4879.14","1000.00",".00",".00","1000.00","3879.14",".00","4879.14",".00",".00",".00","4879.14",".00","1000.00","1000.00","3879.14","","{0BA932D2-B960-4D72-DE1D-143FB7885105}"
"419273","482192","3879.14","1037.78",".00",".00","1037.78","4916.92","37.78",".00",".00","37.78","4879.14",".00","4879.14",".00","1037.78","1037.78","5916.92","1000.00","37.78","1037.78","4879.14","","{272C9F77-9924-A4E0-9E58-5FFA0029945E}"
"419274","482193","4879.14",".00",".00",".00",".00","4879.14",".00",".00",".00",".00","4879.14",".00","4879.14","1037.78",".00","1037.78","5916.92","1037.78",".00","1037.78","4879.14","","{5272926F-94BC-72F5-59A4-BB059DA73440}"
"419275","482194","4879.14",".00",".00",".00",".00","4879.14",".00",".00",".00",".00","4879.14",".00","4879.14","1037.78",".00","1037.78","5916.92","1037.78",".00","1037.78","4879.14","","{BC23AD7D-92FA-ADEB-DABB-1D62B813287A}"
"419276","482195","4879.14",".00",".00",".00",".00","4879.14","3000.00",".00",".00","3000.00","1879.14",".00","4879.14","1037.78",".00","1037.78","5916.92","1037.78","3000.00","4037.78","1879.14","","{2CF70F96-0558-3B87-4BEE-4DA62C889D28}"
"419277","482196","1879.14",".00",".00",".00",".00","1879.14",".00",".00",".00",".00","1879.14",".00","4879.14","1037.78",".00","1037.78","5916.92","4037.78",".00","4037.78","1879.14","","{CD74DD21-FE92-A5B0-D46F-B904E5EE5CBD}"
"419278","482197","1879.14",".00",".00",".00",".00","1879.14","75.00",".00",".00","75.00","1804.14",".00","4879.14","1037.78",".00","1037.78","5916.92","4037.78","75.00","4112.78","1804.14","","{447C4AFA-60E8-9BD2-ED2E-AB201B146279}"
"419279","482198","1804.14",".00",".00",".00",".00","1804.14","1500.00",".00",".00","1500.00","304.14",".00","4879.14","1037.78",".00","1037.78","5916.92","4112.78","1500.00","5612.78","304.14","","{78224525-E52D-01B7-8821-8AC2C11DD663}"
"419280","482199","304.14",".00",".00",".00",".00","304.14",".00",".00",".00",".00","304.14",".00","4879.14","1037.78",".00","1037.78","5916.92","5612.78",".00","5612.78","304.14","","{E839D4E0-A87E-1686-2B7C-B654B9C9F656}"
"419281","482200","304.14",".00",".00",".00",".00","304.14",".00",".00",".00",".00","304.14",".00","4879.14","1037.78",".00","1037.78","5916.92","5612.78",".00","5612.78","304.14","","{4427B49B-D3F1-F2A6-0CBE-05DE976B18B7}"
"419282","482201","23401.49","2083.44",".00",".00","2083.44","25484.93","358.06",".00",".00","358.06","25126.87",".00",".00","35625.75","2083.44","37709.19","37709.19","12224.26","358.06","12582.32","25126.87","","{937A02D4-135E-A815-33BC-8B7AB5BF3571}"
