"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"207967","231932","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00","7.71","7.71",".00","25.00","25.00",".00","25.00","","{95E81C44-A4B7-7108-BA77-13C2764F37EB}"
"208010","231975","89","101909.00","5","716.89","112","5955.00","0",".00","206","108580.89",".00","716.89",".00","7970.94","8687.83",".00",".00",".00",".00",".00","","{06EE7A1B-8922-0F98-59BD-A5D52EA34FA1}"
"208011","231976","7","11550.00","0",".00","5","450.00","0",".00","12","12000.00",".00",".00",".00","11987.27","11987.27",".00",".00",".00",".00",".00","","{A6D3ECFE-76DF-2DA2-50D8-68D61E2E025A}"
"208013","231980","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","340.17","340.17",".00",".00",".00",".00",".00","","{68744633-79C6-8525-AFD1-DFA9DD26A5AD}"
"208014","231981","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","340.17","340.17",".00",".00",".00",".00",".00","","{68744633-79C6-8525-AFD1-DFA9DD26A5AD}"
"208015","231982","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","53.44","53.44","18.95",".00","18.95",".00","18.95","","{61BB8820-0C65-A074-5DB5-24CB8891B0F5}"
"208016","231983","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","53.44","53.44","18.95",".00","18.95",".00","18.95","","{61BB8820-0C65-A074-5DB5-24CB8891B0F5}"
"208020","231987","0",".00","0",".00","0",".00","0",".00","0",".00","138.25",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{005CF67B-C391-DBEE-1226-60D22F693830}"
"208024","231991","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{64043E0C-C963-1029-E0E3-633AC47C87EC}"
"208028","231995","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","36.00","36.00","80.00",".00","80.00",".00","80.00","","{D9C8D8E2-8CFF-6BC9-3228-0D62966AF0D6}"
